PartNumber,Usage,Name,Value,Sequence,Delete,GroupName
P000213100,2,ANDATORY Care InstructTumble Dry,Tumble Dry,0,0,Detail
P000213100,2,ANDATORY FabricationCotton,Cotton,0,0,Detail
P000213100,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000213100,2,ANDATORY General InfoInt'l Shipping prohibited,Int'l Shipping prohibited,0,0,Detail
P000213100,2,APPAREL Tech FeaturesOMNI-SHADE,OMNI-SHADE,0,0,Detail
P000213100,2,APPAREL Tech FeaturesPFG,PFG,0,0,Detail
P000213100,2,APPAREL Tech FeaturesUPF 30,UPF 30,0,0,Detail
P000213100,2,B-Top/Shirt FeaturesButton-Downs,Button-Downs,0,0,
P000213100,2,B-Top/Shirt FeaturesChest Pocket,Chest Pocket,0,0,Detail
P000213100,2,B-Top/Shirt Neck FeatPoint-Collars,Point-Collars,0,0,Detail
P000213100,2,B-Top/Shirt Slv FeatShort-Sleeve,Short-Sleeve,0,0,Detail
P000213100,2,Size RangeExtended Sizes Available,Extended Sizes Available,0,0,Detail
P000213100,2,Size RangeSmall Sizes Available,Small Sizes Available,0,0,Detail
P000213102,2,zon Apparel ITKbutton-down-shirts,button-down-shirts,0,0,
P000213102,2,zon Apparel ITKshirts,shirts,0,0,
P000213102,2,zonTemplateProductClothing,ProductClothing,0,0,
P000213102,2,AudienceMale,Male,0,0,
P000213102,2,ANDATORY Fabrication100% Nylon,100% Nylon,0,0,Detail
P000213102,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000213102,2,ANDATORY General InfoInt'l Shipping prohibited,Int'l Shipping prohibited,0,0,Detail
P000213102,2,APPAREL Tech FeaturesOMNI-DRY,OMNI-DRY,0,0,Detail
P000213102,2,APPAREL Tech FeaturesOMNI-SHADE,OMNI-SHADE,0,0,Detail
P000213102,2,APPAREL Tech FeaturesPFG,PFG,0,0,Detail
P000213102,2,APPAREL Tech FeaturesUPF 30,UPF 30,0,0,Detail
P000213102,2,B-Top/Shirt FeaturesButton-Downs,Button-Downs,0,0,
P000213102,2,B-Top/Shirt FeaturesChest Pocket,Chest Pocket,0,0,Detail
P000213102,2,B-Top/Shirt Neck FeatButton-down-collars,Button-down-collars,0,0,
P000213102,2,B-Top/Shirt Slv FeatShort-Sleeve,Short-Sleeve,0,0,Detail
P000213343,2,zon Apparel ITKshorts,shorts,0,0,
P000213343,2,zonTemplateProductClothing,ProductClothing,0,0,
P000213343,2,ANDATORY Care InstructMachine Wash,Machine Wash,0,0,Detail
P000213343,2,ANDATORY Care InstructTumble Dry,Tumble Dry,0,0,Detail
P000213343,2,ANDATORY FabricationLycra®,Lycra®,0,0,Detail
P000213343,2,ANDATORY FabricationPolyester,Polyester,0,0,Detail
P000213343,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000213343,2,ANDATORY General InfoInt'l Shipping prohibited,Int'l Shipping prohibited,0,0,Detail
P000213343,2,APPAREL Fit StyleMid-Rise,Mid-Rise,0,0,Detail
P000213343,2,APPAREL Inseams4 inseam,4 inseam,0,0,Detail
P000213343,2,APPAREL Tech FeaturesOMNI-SHIELD,OMNI-SHIELD,0,0,Detail
P000213343,2,APPAREL Tech FeaturesOMNI-WICK,OMNI-WICK,0,0,Detail
P000213343,2,B-Bottom Waist FeatDrawstring,Drawstring,0,0,Detail
P000213343,2,B-Bottom Waist FeatElastic-Waist,Elastic-Waist,0,0,Detail
P000213388,2,zon Apparel ITKtank-top-and-cami-shirts,tank-top-and-cami-shirts,0,0,
P000213388,2,zonTemplateProductClothing,ProductClothing,0,0,
P000213388,2,AudienceTeens,Teens,0,0,
P000213388,2,ANDATORY Care InstructHand Wash,Hand Wash,0,0,Detail
P000213388,2,ANDATORY Care InstructLine Dry,Line Dry,0,0,Detail
P000213388,2,ANDATORY Fabrication100% Rayon,100% Rayon,0,0,Detail
P000213388,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000213388,2,B-Top/Shirt Neck FeatRound-Neck,Round-Neck,0,0,Detail
P000213388,2,B-Top/Shirt Slv FeatSleeveless,Sleeveless,0,0,Detail
P000213388,2,Size RangeJuniors,Juniors,0,0,
P000213389,2,zon Apparel ITKtank-top-and-cami-shirts,tank-top-and-cami-shirts,0,0,
P000213389,2,zonTemplateProductClothing,ProductClothing,0,0,
P000213389,2,AudienceTeens,Teens,0,0,
P000213389,2,ANDATORY Care InstructHand Wash,Hand Wash,0,0,Detail
P000213389,2,ANDATORY Care InstructLay Flat to Dry,Lay Flat to Dry,0,0,Detail
P000213389,2,ANDATORY Fabrication100% Rayon,100% Rayon,0,0,Detail
P000213389,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000213389,2,B-Top/Shirt Neck FeatRound-Neck,Round-Neck,0,0,Detail
P000213389,2,B-Top/Shirt Slv FeatSleeveless,Sleeveless,0,0,Detail
P000213389,2,Size RangeJuniors,Juniors,0,0,
P000213391,2,zon Apparel ITKtank-top-and-cami-shirts,tank-top-and-cami-shirts,0,0,
P000213391,2,zonTemplateProductClothing,ProductClothing,0,0,
P000213391,2,AudienceTeens,Teens,0,0,
P000213391,2,ANDATORY Care InstructHand Wash,Hand Wash,0,0,Detail
P000213391,2,ANDATORY Care InstructLay Flat to Dry,Lay Flat to Dry,0,0,Detail
P000213391,2,ANDATORY Fabrication100% Rayon,100% Rayon,0,0,Detail
P000213391,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000213391,2,B-Top/Shirt Neck FeatRound-Neck,Round-Neck,0,0,Detail
P000213391,2,B-Top/Shirt Slv FeatSleeveless,Sleeveless,0,0,Detail
P000213391,2,Size RangeJuniors,Juniors,0,0,
P000213447,2,zon Apparel ITKshorts,shorts,0,0,
P000213447,2,zonTemplateProductClothing,ProductClothing,0,0,
P000213447,2,ANDATORY Care InstructMachine Wash,Machine Wash,0,0,Detail
P000213447,2,ANDATORY Care InstructTumble Dry,Tumble Dry,0,0,Detail
P000213447,2,ANDATORY FabricationCotton,Cotton,0,0,Detail
P000213447,2,ANDATORY FabricationSpandex,Spandex,0,0,Detail
P000213447,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000213447,2,APPAREL Fit StyleMid-Rise,Mid-Rise,0,0,Detail
P000213447,2,APPAREL Inseams11 inseam,11 inseam,0,0,Detail
P000213447,2,B-Bottom FeaturesComfort Waistband,Comfort Waistband,0,0,Detail
P000213447,2,B-Bottom Waist FeatPlain-front,Plain-front,0,0,
P000213499,2,zon Apparel ITKshorts,shorts,0,0,
P000213499,2,zonTemplateProductClothing,ProductClothing,0,0,
P000213499,2,ANDATORY Care InstructMachine Wash,Machine Wash,0,0,Detail
P000213499,2,ANDATORY Care InstructTumble Dry,Tumble Dry,0,0,Detail
P000213499,2,ANDATORY FabricationCotton,Cotton,0,0,Detail
P000213499,2,ANDATORY FabricationPolyester,Polyester,0,0,Detail
P000213499,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000213499,2,APPAREL Fit StyleJust Below The Waist,Just Below The Waist,0,0,Detail
P000213499,2,APPAREL Inseams12 inseam,12 inseam,0,0,Detail
P000213499,2,B-Bottom Waist FeatFlat-Front,Flat-Front,0,0,Detail
P000213687,2,zon Apparel ITKbutton-down-shirts,button-down-shirts,0,0,
P000213687,2,zon Apparel ITKshirts,shirts,0,0,
P000213687,2,zonTemplateProductClothing,ProductClothing,0,0,
P000213687,2,AudienceMale,Male,0,0,
P000213687,2,ANDATORY Care InstructMachine Wash,Machine Wash,0,0,Detail
P000213687,2,ANDATORY Care InstructTumble Dry,Tumble Dry,0,0,Detail
P000213687,2,ANDATORY FabricationCotton,Cotton,0,0,Detail
P000213687,2,ANDATORY FabricationLinen,Linen,0,0,Detail
P000213687,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000213687,2,B-Top/Shirt FeaturesButton-Downs,Button-Downs,0,0,
P000213687,2,B-Top/Shirt FeaturesChest Pocket,Chest Pocket,0,0,Detail
P000213687,2,B-Top/Shirt FeaturesLeft Chest Embroidery,Left Chest Embroidery,0,0,Detail
P000213687,2,B-Top/Shirt Neck FeatPoint-Collars,Point-Collars,0,0,Detail
P000213687,2,B-Top/Shirt Slv FeatShort-Sleeve,Short-Sleeve,0,0,Detail
P000213692,2,zon Apparel ITKbutton-down-shirts,button-down-shirts,0,0,
P000213692,2,zon Apparel ITKshirts,shirts,0,0,
P000213692,2,zonTemplateProductClothing,ProductClothing,0,0,
P000213692,2,AudienceMale,Male,0,0,
P000213692,2,ANDATORY Care InstructMachine Wash,Machine Wash,0,0,Detail
P000213692,2,ANDATORY Care InstructTumble Dry,Tumble Dry,0,0,Detail
P000213692,2,ANDATORY FabricationCotton,Cotton,0,0,Detail
P000213692,2,ANDATORY FabricationLinen,Linen,0,0,Detail
P000213692,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000213692,2,B-Top/Shirt FeaturesButton-Downs,Button-Downs,0,0,
P000213692,2,B-Top/Shirt FeaturesChest Pocket,Chest Pocket,0,0,Detail
P000213692,2,B-Top/Shirt FeaturesLeft Chest Embroidery,Left Chest Embroidery,0,0,Detail
P000213692,2,B-Top/Shirt Neck FeatPoint-Collars,Point-Collars,0,0,Detail
P000213692,2,B-Top/Shirt Slv FeatShort-Sleeve,Short-Sleeve,0,0,Detail
P000213706,2,zon Apparel ITKbutton-down-shirts,button-down-shirts,0,0,
P000213706,2,zon Apparel ITKshirts,shirts,0,0,
P000213706,2,zonTemplateProductClothing,ProductClothing,0,0,
P000213706,2,AudienceMale,Male,0,0,
P000213706,2,ANDATORY Care InstructMachine Wash,Machine Wash,0,0,Detail
P000213706,2,ANDATORY Care InstructTumble Dry,Tumble Dry,0,0,Detail
P000213706,2,ANDATORY FabricationCotton/Rayon Blend,Cotton/Rayon Blend,0,0,Detail
P000213706,2,ANDATORY General InfoBealls Exclusive,Bealls Exclusive,0,0,Detail
P000213706,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000213706,2,B-Top/Shirt FeaturesButton-Downs,Button-Downs,0,0,
P000213706,2,B-Top/Shirt Neck FeatNotch Collar,Notch Collar,0,0,Detail
P000213706,2,B-Top/Shirt Slv FeatShort-Sleeve,Short-Sleeve,0,0,Detail
P000213849,2,zon Apparel ITKshorts,shorts,0,0,
P000213849,2,zonTemplateProductClothing,ProductClothing,0,0,
P000213849,2,ANDATORY Care InstructMachine Wash,Machine Wash,0,0,Detail
P000213849,2,ANDATORY Care InstructTumble Dry,Tumble Dry,0,0,Detail
P000213849,2,ANDATORY FabricationCotton,Cotton,0,0,Detail
P000213849,2,ANDATORY FabricationSpandex,Spandex,0,0,Detail
P000213849,2,ANDATORY General InfoBealls Exclusive,Bealls Exclusive,0,0,Detail
P000213849,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000213849,2,APPAREL Inseams9 in. inseam,9 in. inseam,0,0,Detail
P000213849,2,B-Bottom Waist FeatDrawstring,Drawstring,0,0,Detail
P000213849,2,B-Bottom Waist FeatElastic-Waist,Elastic-Waist,0,0,Detail
P000213849,2,B-Bottom Waist FeatFlat-Front,Flat-Front,0,0,Detail
P000213853,2,zon Apparel ITKshorts,shorts,0,0,
P000213853,2,zonTemplateProductClothing,ProductClothing,0,0,
P000213853,2,ANDATORY Care InstructMachine Wash,Machine Wash,0,0,Detail
P000213853,2,ANDATORY Care InstructTumble Dry,Tumble Dry,0,0,Detail
P000213853,2,ANDATORY FabricationCotton,Cotton,0,0,Detail
P000213853,2,ANDATORY FabricationSpandex,Spandex,0,0,Detail
P000213853,2,ANDATORY General InfoBealls Exclusive,Bealls Exclusive,0,0,Detail
P000213853,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000213853,2,APPAREL Inseams4 inseam,4 inseam,0,0,Detail
P000213853,2,APPAREL Inseams8 in. inseam,8 in. inseam,0,0,Detail
P000213853,2,B-Bottom FeaturesConvertible,Convertible,0,0,Detail
P000213853,2,B-Bottom FeaturesCuffed,Cuffed,0,0,Detail
P000213853,2,B-Bottom Waist FeatDrawstring,Drawstring,0,0,Detail
P000213853,2,B-Bottom Waist FeatElastic-Waist,Elastic-Waist,0,0,Detail
P000213889,2,zon Apparel ITKshorts,shorts,0,0,
P000213889,2,zonTemplateProductClothing,ProductClothing,0,0,
P000213889,2,ANDATORY Care InstructMachine Wash,Machine Wash,0,0,Detail
P000213889,2,ANDATORY Care InstructTumble Dry,Tumble Dry,0,0,Detail
P000213889,2,ANDATORY FabricationMicrofiber,Microfiber,0,0,Detail
P000213889,2,ANDATORY Fabrication100% Polyester,100% Polyester,0,0,Detail
P000213889,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000213889,2,APPAREL Fit StyleLoose-fit,Loose-fit,0,0,Detail
P000213889,2,APPAREL Fit StyleRelaxed,Relaxed,0,0,Detail
P000213889,2,APPAREL Inseams9 in. inseam,9 in. inseam,0,0,Detail
P000213889,2,B-Bottom Features2 Front Pockets,2 Front Pockets,0,0,Detail
P000213889,2,B-Bottom Waist FeatElastic-Waist,Elastic-Waist,0,0,Detail
P000214022,2,zon Apparel ITKtank-top-and-cami-shirts,tank-top-and-cami-shirts,0,0,
P000214022,2,zonTemplateProductClothing,ProductClothing,0,0,
P000214022,2,AudienceTeens,Teens,0,0,
P000214022,2,ANDATORY Care InstructHand Wash,Hand Wash,0,0,Detail
P000214022,2,ANDATORY Care InstructLine Dry,Line Dry,0,0,Detail
P000214022,2,ANDATORY FabricationRayon,Rayon,0,0,Detail
P000214022,2,ANDATORY General InfoBealls Exclusive,Bealls Exclusive,0,0,Detail
P000214022,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000214022,2,B-Top/Shirt Neck FeatRound-Neck,Round-Neck,0,0,Detail
P000214022,2,B-Top/Shirt Slv FeatSleeveless,Sleeveless,0,0,Detail
P000214022,2,Size RangeJuniors,Juniors,0,0,
P000214171,2,zon Apparel ITKshorts,shorts,0,0,
P000214171,2,zonTemplateProductClothing,ProductClothing,0,0,
P000214171,2,ANDATORY Care InstructMachine Wash,Machine Wash,0,0,Detail
P000214171,2,ANDATORY Care InstructTumble Dry,Tumble Dry,0,0,Detail
P000214171,2,ANDATORY FabricationCotton,Cotton,0,0,Detail
P000214171,2,ANDATORY FabricationElastane,Elastane,0,0,Detail
P000214171,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000214171,2,ANDATORY General InfoInt'l Shipping prohibited,Int'l Shipping prohibited,0,0,Detail
P000214171,2,APPAREL Fit StyleMid-Rise,Mid-Rise,0,0,Detail
P000214171,2,APPAREL Inseams6 in. inseam,6 in. inseam,0,0,Detail
P000214171,2,B-Bottom FeaturesBasic 5 Pocket,Basic 5 Pocket,0,0,Detail
P000214471,2,zon Apparel ITKshorts,shorts,0,0,
P000214471,2,zonTemplateProductClothing,ProductClothing,0,0,
P000214471,2,ANDATORY Care InstructMachine Wash,Machine Wash,0,0,Detail
P000214471,2,ANDATORY Care InstructTumble Dry,Tumble Dry,0,0,Detail
P000214471,2,ANDATORY FabricationCotton,Cotton,0,0,Detail
P000214471,2,ANDATORY FabricationDenim,Denim,0,0,Detail
P000214471,2,ANDATORY FabricationPolyester,Polyester,0,0,Detail
P000214471,2,ANDATORY FabricationSpandex,Spandex,0,0,Detail
P000214471,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000214471,2,APPAREL Fit StyleAt The Waist,At The Waist,0,0,Detail
P000214471,2,APPAREL Fit StyleStretch,Stretch,0,0,Detail
P000214471,2,APPAREL Inseams11 inseam,11 inseam,0,0,Detail
P000214471,2,B-Bottom FeaturesBasic 5 Pocket,Basic 5 Pocket,0,0,Detail
P000214471,2,B-Bottom FeaturesCuffed,Cuffed,0,0,Detail
P000214471,2,B-Bottom Waist FeatBelted,Belted,0,0,Detail
P000214496,2,zon Apparel ITKshorts,shorts,0,0,
P000214496,2,zonTemplateProductClothing,ProductClothing,0,0,
P000214496,2,ANDATORY Care InstructMachine Wash,Machine Wash,0,0,Detail
P000214496,2,ANDATORY Care InstructTumble Dry,Tumble Dry,0,0,Detail
P000214496,2,ANDATORY FabricationCotton,Cotton,0,0,Detail
P000214496,2,ANDATORY FabricationDenim,Denim,0,0,Detail
P000214496,2,ANDATORY General InfoBealls Exclusive,Bealls Exclusive,0,0,Detail
P000214496,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000214496,2,APPAREL Inseams4 inseam,4 inseam,0,0,Detail
P000214496,2,B-Bottom Waist FeatFlat-Front,Flat-Front,0,0,Detail
P000214540,2,zon Apparel ITKshorts,shorts,0,0,
P000214540,2,zonTemplateProductClothing,ProductClothing,0,0,
P000214540,2,ANDATORY Care InstructMachine Wash,Machine Wash,0,0,Detail
P000214540,2,ANDATORY Care InstructTumble Dry,Tumble Dry,0,0,Detail
P000214540,2,ANDATORY FabricationNylon,Nylon,0,0,Detail
P000214540,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000214540,2,APPAREL Fit StyleRelaxed,Relaxed,0,0,Detail
P000214540,2,APPAREL Inseams5 inseam,5 inseam,0,0,Detail
P000214540,2,APPAREL Tech FeaturesOMNI-SHADE,OMNI-SHADE,0,0,Detail
P000214540,2,APPAREL Tech FeaturesUPF 30,UPF 30,0,0,Detail
P000214540,2,B-Bottom Waist FeatDrawstring,Drawstring,0,0,Detail
P000214540,2,B-Bottom Waist FeatElastic-Waist,Elastic-Waist,0,0,Detail
P000214773,2,zon Apparel ITKshorts,shorts,0,0,
P000214773,2,zonTemplateProductClothing,ProductClothing,0,0,
P000214773,2,ANDATORY Care InstructMachine Wash,Machine Wash,0,0,Detail
P000214773,2,ANDATORY Care InstructTumble Dry,Tumble Dry,0,0,Detail
P000214773,2,ANDATORY FabricationCotton,Cotton,0,0,Detail
P000214773,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000214773,2,APPAREL Inseams6 in. inseam,6 in. inseam,0,0,Detail
P000214773,2,B-Bottom Waist FeatButton-Fly,Button-Fly,0,0,Detail
P000214773,2,B-Bottom Waist FeatDrawstring,Drawstring,0,0,Detail
P000214807,2,zon Apparel ITKshorts,shorts,0,0,
P000214807,2,zonTemplateProductClothing,ProductClothing,0,0,
P000214807,2,ANDATORY Care InstructMachine Wash,Machine Wash,0,0,Detail
P000214807,2,ANDATORY Care InstructTumble Dry,Tumble Dry,0,0,Detail
P000214807,2,ANDATORY FabricationCotton,Cotton,0,0,Detail
P000214807,2,ANDATORY FabricationSpandex,Spandex,0,0,Detail
P000214807,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000214807,2,APPAREL Inseams14 inseam,14 inseam,0,0,Detail
P000214876,2,zon Apparel ITKbutton-down-shirts,button-down-shirts,0,0,
P000214876,2,zon Apparel ITKshirts,shirts,0,0,
P000214876,2,zonTemplateProductClothing,ProductClothing,0,0,
P000214876,2,AudienceMale,Male,0,0,
P000214876,2,ANDATORY Care InstructMachine Wash,Machine Wash,0,0,Detail
P000214876,2,ANDATORY Care InstructTumble Dry,Tumble Dry,0,0,Detail
P000214876,2,ANDATORY FabricationCotton,Cotton,0,0,Detail
P000214876,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000214876,2,B-Top/Shirt FeaturesButton-Downs,Button-Downs,0,0,
P000214876,2,B-Top/Shirt FeaturesChest Pocket,Chest Pocket,0,0,Detail
P000214876,2,B-Top/Shirt Neck FeatPoint-Collars,Point-Collars,0,0,Detail
P000214876,2,B-Top/Shirt Slv FeatShort-Sleeve,Short-Sleeve,0,0,Detail
P000214877,2,zon Apparel ITKbutton-down-shirts,button-down-shirts,0,0,
P000214877,2,zon Apparel ITKshirts,shirts,0,0,
P000214877,2,zonTemplateProductClothing,ProductClothing,0,0,
P000214877,2,AudienceMale,Male,0,0,
P000214877,2,ANDATORY Care InstructMachine Wash,Machine Wash,0,0,Detail
P000214877,2,ANDATORY Care InstructTumble Dry,Tumble Dry,0,0,Detail
P000214877,2,ANDATORY FabricationCotton,Cotton,0,0,Detail
P000214877,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000214877,2,B-Top/Shirt FeaturesButton-Downs,Button-Downs,0,0,
P000214877,2,B-Top/Shirt Neck FeatPoint-Collars,Point-Collars,0,0,Detail
P000214877,2,B-Top/Shirt Slv FeatShort-Sleeve,Short-Sleeve,0,0,Detail
P000214878,2,zon Apparel ITKbutton-down-shirts,button-down-shirts,0,0,
P000214878,2,zon Apparel ITKshirts,shirts,0,0,
P000214878,2,zonTemplateProductClothing,ProductClothing,0,0,
P000214878,2,AudienceMale,Male,0,0,
P000214878,2,ANDATORY Care InstructMachine Wash,Machine Wash,0,0,Detail
P000214878,2,ANDATORY Care InstructTumble Dry,Tumble Dry,0,0,Detail
P000214878,2,ANDATORY FabricationCotton,Cotton,0,0,Detail
P000214878,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000214878,2,B-Top/Shirt FeaturesButton-Downs,Button-Downs,0,0,
P000214878,2,B-Top/Shirt Neck FeatPoint-Collars,Point-Collars,0,0,Detail
P000214878,2,B-Top/Shirt Slv FeatShort-Sleeve,Short-Sleeve,0,0,Detail
P000214879,2,zon Apparel ITKbutton-down-shirts,button-down-shirts,0,0,
P000214879,2,zon Apparel ITKshirts,shirts,0,0,
P000214879,2,zonTemplateProductClothing,ProductClothing,0,0,
P000214879,2,AudienceMale,Male,0,0,
P000214879,2,ANDATORY Care InstructMachine Wash,Machine Wash,0,0,Detail
P000214879,2,ANDATORY Care InstructTumble Dry,Tumble Dry,0,0,Detail
P000214879,2,ANDATORY FabricationCotton,Cotton,0,0,Detail
P000214879,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000214879,2,B-Top/Shirt FeaturesButton-Downs,Button-Downs,0,0,
P000214879,2,B-Top/Shirt Neck FeatPoint-Collars,Point-Collars,0,0,Detail
P000214879,2,B-Top/Shirt Slv FeatShort-Sleeve,Short-Sleeve,0,0,Detail
P000214880,2,zon Apparel ITKbutton-down-shirts,button-down-shirts,0,0,
P000214880,2,zon Apparel ITKshirts,shirts,0,0,
P000214880,2,zonTemplateProductClothing,ProductClothing,0,0,
P000214880,2,AudienceMale,Male,0,0,
P000214880,2,ANDATORY Care InstructMachine Wash,Machine Wash,0,0,Detail
P000214880,2,ANDATORY Care InstructTumble Dry,Tumble Dry,0,0,Detail
P000214880,2,ANDATORY FabricationCotton,Cotton,0,0,Detail
P000214880,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000214880,2,B-Top/Shirt FeaturesButton-Downs,Button-Downs,0,0,
P000214880,2,B-Top/Shirt Neck FeatPoint-Collars,Point-Collars,0,0,Detail
P000214880,2,B-Top/Shirt Slv FeatShort-Sleeve,Short-Sleeve,0,0,Detail
P000214881,2,zon Apparel ITKbutton-down-shirts,button-down-shirts,0,0,
P000214881,2,zon Apparel ITKshirts,shirts,0,0,
P000214881,2,zonTemplateProductClothing,ProductClothing,0,0,
P000214881,2,AudienceMale,Male,0,0,
P000214881,2,ANDATORY Care InstructMachine Wash,Machine Wash,0,0,Detail
P000214881,2,ANDATORY Care InstructTumble Dry,Tumble Dry,0,0,Detail
P000214881,2,ANDATORY FabricationCotton,Cotton,0,0,Detail
P000214881,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000214881,2,B-Top/Shirt FeaturesButton-Downs,Button-Downs,0,0,
P000214881,2,B-Top/Shirt Neck FeatPoint-Collars,Point-Collars,0,0,Detail
P000214881,2,B-Top/Shirt Slv FeatShort-Sleeve,Short-Sleeve,0,0,Detail
P000214882,2,zon Apparel ITKbutton-down-shirts,button-down-shirts,0,0,
P000214882,2,zon Apparel ITKshirts,shirts,0,0,
P000214882,2,zonTemplateProductClothing,ProductClothing,0,0,
P000214882,2,AudienceMale,Male,0,0,
P000214882,2,ANDATORY Care InstructMachine Wash,Machine Wash,0,0,Detail
P000214882,2,ANDATORY Care InstructTumble Dry,Tumble Dry,0,0,Detail
P000214882,2,ANDATORY FabricationCotton,Cotton,0,0,Detail
P000214882,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000214882,2,B-Top/Shirt FeaturesButton-Downs,Button-Downs,0,0,
P000214882,2,B-Top/Shirt FeaturesChest Pocket,Chest Pocket,0,0,Detail
P000214882,2,B-Top/Shirt Neck FeatPoint-Collars,Point-Collars,0,0,Detail
P000214882,2,B-Top/Shirt Slv FeatShort-Sleeve,Short-Sleeve,0,0,Detail
P000215074,2,zon Apparel ITKshorts,shorts,0,0,
P000215074,2,zonTemplateProductClothing,ProductClothing,0,0,
P000215074,2,ANDATORY Care InstructMachine Wash,Machine Wash,0,0,Detail
P000215074,2,ANDATORY Care InstructTumble Dry,Tumble Dry,0,0,Detail
P000215074,2,ANDATORY Fabrication100% Nylon,100% Nylon,0,0,Detail
P000215074,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000215074,2,ANDATORY General InfoInt'l Shipping prohibited,Int'l Shipping prohibited,0,0,Detail
P000215074,2,APPAREL Inseams5 inseam,5 inseam,0,0,Detail
P000215074,2,APPAREL Tech FeaturesOMNI-SHADE,OMNI-SHADE,0,0,Detail
P000215074,2,APPAREL Tech FeaturesUPF 30,UPF 30,0,0,Detail
P000215077,2,zon Apparel ITKshorts,shorts,0,0,
P000215077,2,zonTemplateProductClothing,ProductClothing,0,0,
P000215077,2,ANDATORY Care InstructMachine Wash,Machine Wash,0,0,Detail
P000215077,2,ANDATORY Care InstructTumble Dry,Tumble Dry,0,0,Detail
P000215077,2,ANDATORY Fabrication100% Nylon,100% Nylon,0,0,Detail
P000215077,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000215077,2,APPAREL Inseams5 inseam,5 inseam,0,0,Detail
P000215077,2,APPAREL Tech FeaturesOMNI-SHADE,OMNI-SHADE,0,0,Detail
P000215077,2,APPAREL Tech FeaturesUPF 30,UPF 30,0,0,Detail
P000215077,2,B-Bottom Waist FeatElastic-Waist,Elastic-Waist,0,0,Detail
P000215080,2,zon Apparel ITKshorts,shorts,0,0,
P000215080,2,zonTemplateProductClothing,ProductClothing,0,0,
P000215080,2,ANDATORY Care InstructMachine Wash,Machine Wash,0,0,Detail
P000215080,2,ANDATORY Care InstructTumble Dry,Tumble Dry,0,0,Detail
P000215080,2,ANDATORY Fabrication100% Nylon,100% Nylon,0,0,Detail
P000215080,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000215080,2,APPAREL Inseams5 inseam,5 inseam,0,0,Detail
P000215080,2,APPAREL Tech FeaturesOMNI-SHADE,OMNI-SHADE,0,0,Detail
P000215080,2,APPAREL Tech FeaturesUPF 30,UPF 30,0,0,Detail
P000215080,2,B-Bottom Waist FeatElastic-Waist,Elastic-Waist,0,0,Detail
P000215126,2,zon Apparel ITKshorts,shorts,0,0,
P000215126,2,zonTemplateProductClothing,ProductClothing,0,0,
P000215126,2,ANDATORY Care InstructCool iron,Cool iron,0,0,Detail
P000215126,2,ANDATORY Care InstructLine Dry,Line Dry,0,0,Detail
P000215126,2,ANDATORY Care InstructMachine Wash,Machine Wash,0,0,Detail
P000215126,2,ANDATORY FabricationCotton,Cotton,0,0,Detail
P000215126,2,ANDATORY FabricationSpandex,Spandex,0,0,Detail
P000215126,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000215126,2,APPAREL Fit StyleJust Below The Waist,Just Below The Waist,0,0,Detail
P000215126,2,APPAREL Inseams5 inseam,5 inseam,0,0,Detail
P000215126,2,B-Bottom FeaturesCuffed,Cuffed,0,0,Detail
P000215126,2,B-Bottom Waist FeatBelted,Belted,0,0,Detail
P000215172,2,zon Apparel ITKtank-top-and-cami-shirts,tank-top-and-cami-shirts,0,0,
P000215172,2,zonTemplateProductClothing,ProductClothing,0,0,
P000215172,2,AudienceTeens,Teens,0,0,
P000215172,2,ANDATORY Care InstructHand Wash,Hand Wash,0,0,Detail
P000215172,2,ANDATORY Care InstructLine Dry,Line Dry,0,0,Detail
