PartNumber,Usage,Name,Value,Sequence,Delete,GroupName
P000007188,2,B-Top/Shirt FeaturesButton-Downs,Button-Downs,0,0,
P000007188,2,B-Top/Shirt FeaturesChest Pocket,Chest Pocket,0,0,Detail
P000007188,2,B-Top/Shirt Slv FeatShort-Sleeve,Short-Sleeve,0,0,Detail
P000007188,2,Size RangeExtended Sizes Available,Extended Sizes Available,0,0,Detail
P000007188,2,Size RangeSmall Sizes Available,Small Sizes Available,0,0,Detail
P000017046,2,zon Apparel ITKjeans,jeans,0,0,
P000017046,2,zonTemplateProductClothing,ProductClothing,0,0,
P000017046,2,AudienceMale,Male,0,0,
P000017046,2,ANDATORY Care InstructMachine Wash,Machine Wash,0,0,Detail
P000017046,2,ANDATORY Care InstructTumble Dry,Tumble Dry,0,0,Detail
P000017046,2,ANDATORY FabricationCotton,Cotton,0,0,Detail
P000017046,2,ANDATORY FabricationDenim,Denim,0,0,Detail
P000017046,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000017046,2,APPAREL Leg Opening16 Leg Opening,16 Leg Opening,0,0,Detail
P000017046,2,B-Bottom FeaturesBasic 5 Pocket,Basic 5 Pocket,0,0,Detail
P000017046,2,B-Bottom FeaturesStraight-Leg,Straight-Leg,0,0,Detail
P000017046,2,B-Bottom FeaturesZip-fly,Zip-fly,0,0,Detail
P000017046,2,B-Bottom Waist FeatFlat-Front,Flat-Front,0,0,Detail
P000017046,2,B-Bottom Waist FeatPlain-front,Plain-front,0,0,
P000017046,2,Size RangeExtended Sizes Available,Extended Sizes Available,0,0,Detail
P000039567,2,zon Apparel ITKbutton-down-shirts,button-down-shirts,0,0,
P000039567,2,zon Apparel ITKshirts,shirts,0,0,
P000039567,2,zonTemplateProductClothing,ProductClothing,0,0,
P000039567,2,AudienceMale,Male,0,0,
P000039567,2,ANDATORY Fabrication100% Nylon,100% Nylon,0,0,Detail
P000039567,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000039567,2,ANDATORY General InfoInt'l Shipping prohibited,Int'l Shipping prohibited,0,0,Detail
P000039567,2,APPAREL Tech FeaturesOMNI-DRY,OMNI-DRY,0,0,Detail
P000039567,2,APPAREL Tech FeaturesOMNI-SHADE,OMNI-SHADE,0,0,Detail
P000039567,2,APPAREL Tech FeaturesPFG,PFG,0,0,Detail
P000039567,2,B-Top/Shirt FeaturesButton-Downs,Button-Downs,0,0,
P000039567,2,B-Top/Shirt Neck FeatButton-down-collars,Button-down-collars,0,0,
P000039567,2,B-Top/Shirt Slv FeatShort-Sleeve,Short-Sleeve,0,0,Detail
P000043358,2,zon Apparel ITKjeans,jeans,0,0,
P000043358,2,zonTemplateProductClothing,ProductClothing,0,0,
P000043358,2,AudienceMale,Male,0,0,
P000043358,2,ANDATORY Care InstructMachine Wash,Machine Wash,0,0,Detail
P000043358,2,ANDATORY Care InstructTumble Dry,Tumble Dry,0,0,Detail
P000043358,2,ANDATORY FabricationCotton,Cotton,0,0,Detail
P000043358,2,ANDATORY FabricationDenim,Denim,0,0,Detail
P000043358,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000043358,2,APPAREL Leg Opening16.5 Leg Opening,16.5 Leg Opening,0,0,Detail
P000043358,2,B-Bottom FeaturesBasic 5 Pocket,Basic 5 Pocket,0,0,Detail
P000043358,2,B-Bottom Waist FeatPlain-front,Plain-front,0,0,
P000043358,2,B-Bottom Waist FeatRigid Waist,Rigid Waist,0,0,Detail
P000043358,2,Size RangeExtended Sizes Available,Extended Sizes Available,0,0,Detail
P000121246,2,zon Apparel ITKshorts,shorts,0,0,
P000121246,2,zonTemplateProductClothing,ProductClothing,0,0,
P000121246,2,ANDATORY Care InstructMachine Wash,Machine Wash,0,0,Detail
P000121246,2,ANDATORY Care InstructTumble Dry,Tumble Dry,0,0,Detail
P000121246,2,ANDATORY FabricationMicrofiber,Microfiber,0,0,Detail
P000121246,2,ANDATORY Fabrication100% Polyester,100% Polyester,0,0,Detail
P000121246,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000121246,2,APPAREL Fit StyleLoose-fit,Loose-fit,0,0,Detail
P000121246,2,APPAREL Fit StyleRelaxed,Relaxed,0,0,Detail
P000121246,2,APPAREL Inseams9 in. inseam,9 in. inseam,0,0,Detail
P000121246,2,B-Bottom FeaturesMid-thigh,Mid-thigh,0,0,Detail
P000121246,2,B-Bottom Features2 Front Pockets,2 Front Pockets,0,0,Detail
P000121246,2,B-Bottom Waist FeatElastic-Waist,Elastic-Waist,0,0,Detail
P000144685,2,zon Apparel ITKjeans,jeans,0,0,
P000144685,2,zonTemplateProductClothing,ProductClothing,0,0,
P000144685,2,AudienceMale,Male,0,0,
P000144685,2,ANDATORY Care InstructMachine Wash,Machine Wash,0,0,Detail
P000144685,2,ANDATORY Care InstructTumble Dry,Tumble Dry,0,0,Detail
P000144685,2,ANDATORY FabricationDenim,Denim,0,0,Detail
P000144685,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000144685,2,APPAREL Fit StyleRelaxed,Relaxed,0,0,Detail
P000144685,2,APPAREL Leg Opening17 Leg Opening,17 Leg Opening,0,0,Detail
P000144685,2,B-Bottom FeaturesBasic 5 Pocket,Basic 5 Pocket,0,0,Detail
P000144685,2,B-Bottom FeaturesStraight-Leg,Straight-Leg,0,0,Detail
P000145549,2,zon Apparel ITKjeans,jeans,0,0,
P000145549,2,zonTemplateProductClothing,ProductClothing,0,0,
P000145549,2,AudienceMale,Male,0,0,
P000145549,2,ANDATORY Care InstructMachine Wash,Machine Wash,0,0,Detail
P000145549,2,ANDATORY Care InstructTumble Dry,Tumble Dry,0,0,Detail
P000145549,2,ANDATORY FabricationDenim,Denim,0,0,Detail
P000145549,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000145549,2,APPAREL Fit StyleLoose-fit,Loose-fit,0,0,Detail
P000145549,2,APPAREL Leg Opening18 Leg Opening,18 Leg Opening,0,0,Detail
P000145549,2,B-Bottom Features2 Back Pockets,2 Back Pockets,0,0,Detail
P000145549,2,B-Bottom Features2 Front Pockets,2 Front Pockets,0,0,Detail
P000145549,2,B-Bottom Waist FeatLow,Low,0,0,
P000149356,2,zon Apparel ITKshorts,shorts,0,0,
P000149356,2,zonTemplateProductClothing,ProductClothing,0,0,
P000149356,2,ANDATORY Care InstructMachine Wash,Machine Wash,0,0,Detail
P000149356,2,ANDATORY Care InstructTumble Dry,Tumble Dry,0,0,Detail
P000149356,2,ANDATORY FabricationPoly-Cotton,Poly-Cotton,0,0,Detail
P000149356,2,ANDATORY FabricationTwill,Twill,0,0,Detail
P000149356,2,ANDATORY General InfoBealls Exclusive,Bealls Exclusive,0,0,Detail
P000149356,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000149356,2,APPAREL Inseams8 in. inseam,8 in. inseam,0,0,Detail
P000149356,2,B-Bottom FeaturesAbove-the-knee,Above-the-knee,0,0,Detail
P000149356,2,B-Bottom Features2 Front Pockets,2 Front Pockets,0,0,Detail
P000149356,2,B-Bottom Waist FeatDrawstring,Drawstring,0,0,Detail
P000149356,2,B-Bottom Waist FeatElastic-Waist,Elastic-Waist,0,0,Detail
P000150704,2,zon Apparel ITKbutton-down-shirts,button-down-shirts,0,0,
P000150704,2,zon Apparel ITKshirts,shirts,0,0,
P000150704,2,zonTemplateProductClothing,ProductClothing,0,0,
P000150704,2,AudienceMale,Male,0,0,
P000150704,2,ANDATORY Care InstructMachine Wash,Machine Wash,0,0,Detail
P000150704,2,ANDATORY Care InstructTumble Dry,Tumble Dry,0,0,Detail
P000150704,2,ANDATORY Fabrication100% Polyester,100% Polyester,0,0,Detail
P000150704,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000150704,2,ANDATORY General InfoInt'l Shipping prohibited,Int'l Shipping prohibited,0,0,Detail
P000150704,2,APPAREL Tech FeaturesOMNI-DRY,OMNI-DRY,0,0,Detail
P000150704,2,APPAREL Tech FeaturesOMNI-SHADE,OMNI-SHADE,0,0,Detail
P000150704,2,B-Top/Shirt FeaturesButton-Downs,Button-Downs,0,0,
P000150704,2,B-Top/Shirt FeaturesChest Pocket,Chest Pocket,0,0,Detail
P000150704,2,B-Top/Shirt Neck FeatButton-down-collars,Button-down-collars,0,0,
P000150704,2,B-Top/Shirt Slv FeatShort-Sleeve,Short-Sleeve,0,0,Detail
P000151742,2,zon Jew/Acces ITKsunglasses,sunglasses,0,0,
P000151742,2,zonTemplateProductClothing,ProductClothing,0,0,
P000151742,2,AudienceMale,Male,0,0,
P000151742,2,ANDATORY General InfoBealls Exclusive,Bealls Exclusive,0,0,Detail
P000151742,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000151742,2,NotTaxFreeNotTaxFree,NotTaxFree,0,0,
P000154461,2,zon Apparel ITKbutton-down-shirts,button-down-shirts,0,0,
P000154461,2,zon Apparel ITKshirts,shirts,0,0,
P000154461,2,zonTemplateProductClothing,ProductClothing,0,0,
P000154461,2,AudienceMale,Male,0,0,
P000154461,2,ANDATORY Care InstructMachine Wash,Machine Wash,0,0,Detail
P000154461,2,ANDATORY Care InstructTumble Dry,Tumble Dry,0,0,Detail
P000154461,2,ANDATORY FabricationCotton,Cotton,0,0,Detail
P000154461,2,ANDATORY FabricationPolyester,Polyester,0,0,Detail
P000154461,2,ANDATORY General InfoAmazon NO,Amazon NO,0,0,
P000154461,2,ANDATORY General InfoBealls Exclusive,Bealls Exclusive,0,0,Detail
P000154461,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000154461,2,B-Top/Shirt FeaturesButton-Downs,Button-Downs,0,0,
P000154461,2,B-Top/Shirt Slv FeatShort-Sleeve,Short-Sleeve,0,0,Detail
P000155545,2,zon Apparel ITKshorts,shorts,0,0,
P000155545,2,zonTemplateProductClothing,ProductClothing,0,0,
P000155545,2,ANDATORY Care InstructMachine Wash,Machine Wash,0,0,Detail
P000155545,2,ANDATORY Care InstructTumble Dry,Tumble Dry,0,0,Detail
P000155545,2,ANDATORY FabricationCotton,Cotton,0,0,Detail
P000155545,2,ANDATORY FabricationWoven,Woven,0,0,Detail
P000155545,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000155545,2,ANDATORY General InfoInt'l Shipping prohibited,Int'l Shipping prohibited,0,0,Detail
P000155545,2,APPAREL Fit StyleRelaxed,Relaxed,0,0,Detail
P000155545,2,APPAREL Inseams6 in. inseam,6 in. inseam,0,0,Detail
P000155545,2,APPAREL Tech FeaturesOMNI-SHADE,OMNI-SHADE,0,0,Detail
P000155545,2,B-Bottom FeaturesCargo Pockets,Cargo Pockets,0,0,Detail
P000155545,2,B-Bottom FeaturesPork Chop Pocket,Pork Chop Pocket,0,0,Detail
P000155545,2,B-Bottom Features2 Back Pockets,2 Back Pockets,0,0,Detail
P000155545,2,B-Bottom Waist FeatElastic-Waist,Elastic-Waist,0,0,Detail
P000155545,2,B-Bottom Waist FeatFlat-Front,Flat-Front,0,0,Detail
P000158138,2,zon Jew/Acces ITKsunglasses,sunglasses,0,0,
P000158138,2,zonTemplateProductClothing,ProductClothing,0,0,
P000158138,2,AudienceMale,Male,0,0,
P000158138,2,ANDATORY General InfoBealls Exclusive,Bealls Exclusive,0,0,Detail
P000158138,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000158138,2,NotTaxFreeNotTaxFree,NotTaxFree,0,0,
P000158146,2,zon Jew/Acces ITKsunglasses,sunglasses,0,0,
P000158146,2,zonTemplateProductClothing,ProductClothing,0,0,
P000158146,2,AudienceMale,Male,0,0,
P000158146,2,ANDATORY General InfoBealls Exclusive,Bealls Exclusive,0,0,Detail
P000158146,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000158146,2,NotTaxFreeNotTaxFree,NotTaxFree,0,0,
P000160927,2,zon Apparel ITKbutton-down-shirts,button-down-shirts,0,0,
P000160927,2,zon Apparel ITKshirts,shirts,0,0,
P000160927,2,zonTemplateProductClothing,ProductClothing,0,0,
P000160927,2,AudienceMale,Male,0,0,
P000160927,2,ANDATORY Care InstructMachine Wash,Machine Wash,0,0,Detail
P000160927,2,ANDATORY Care InstructTumble Dry,Tumble Dry,0,0,Detail
P000160927,2,ANDATORY Fabrication100% Polyester,100% Polyester,0,0,Detail
P000160927,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000160927,2,ANDATORY General InfoInt'l Shipping prohibited,Int'l Shipping prohibited,0,0,Detail
P000160927,2,APPAREL Tech FeaturesOMNI-SHADE,OMNI-SHADE,0,0,Detail
P000160927,2,APPAREL Tech FeaturesOMNI-SHIELD,OMNI-SHIELD,0,0,Detail
P000160927,2,APPAREL Tech FeaturesPFG,PFG,0,0,Detail
P000160927,2,B-Top/Shirt FeaturesButton-Downs,Button-Downs,0,0,
P000160927,2,B-Top/Shirt FeaturesChest Pocket,Chest Pocket,0,0,Detail
P000160927,2,B-Top/Shirt Neck FeatButton-down-collars,Button-down-collars,0,0,
P000160927,2,B-Top/Shirt Slv FeatShort-Sleeve,Short-Sleeve,0,0,Detail
P000162706,2,zon Jew/Acces ITKsunglasses,sunglasses,0,0,
P000162706,2,zonTemplateProductClothing,ProductClothing,0,0,
P000162706,2,AudienceMale,Male,0,0,
P000162706,2,ANDATORY General InfoBealls Exclusive,Bealls Exclusive,0,0,Detail
P000162706,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000162706,2,NotTaxFreeNotTaxFree,NotTaxFree,0,0,
P000164919,2,zon Apparel ITKjeans,jeans,0,0,
P000164919,2,zonTemplateProductClothing,ProductClothing,0,0,
P000164919,2,AudienceMale,Male,0,0,
P000164919,2,ANDATORY Care InstructMachine Wash,Machine Wash,0,0,Detail
P000164919,2,ANDATORY Care InstructTumble Dry,Tumble Dry,0,0,Detail
P000164919,2,ANDATORY FabricationCotton,Cotton,0,0,Detail
P000164919,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000164919,2,APPAREL Fit StyleClassic-fit,Classic-fit,0,0,Detail
P000164919,2,B-Bottom FeaturesCoin Pocket,Coin Pocket,0,0,Detail
P000164919,2,B-Bottom FeaturesStraight-Leg,Straight-Leg,0,0,Detail
P000164919,2,B-Bottom Features2 Back Pockets,2 Back Pockets,0,0,Detail
P000164919,2,B-Bottom Features2 Front Pockets,2 Front Pockets,0,0,Detail
P000164920,2,zon Apparel ITKjeans,jeans,0,0,
P000164920,2,zonTemplateProductClothing,ProductClothing,0,0,
P000164920,2,AudienceMale,Male,0,0,
P000164920,2,ANDATORY Care InstructMachine Wash,Machine Wash,0,0,Detail
P000164920,2,ANDATORY Care InstructTumble Dry,Tumble Dry,0,0,Detail
P000164920,2,ANDATORY FabricationCotton,Cotton,0,0,Detail
P000164920,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000164920,2,APPAREL Fit StyleRelaxed,Relaxed,0,0,Detail
P000164920,2,B-Bottom FeaturesCoin Pocket,Coin Pocket,0,0,Detail
P000164920,2,B-Bottom Features2 Back Pockets,2 Back Pockets,0,0,Detail
P000164920,2,B-Bottom Features2 Front Pockets,2 Front Pockets,0,0,Detail
P000170879,2,zon Apparel ITKbutton-down-shirts,button-down-shirts,0,0,
P000170879,2,zon Apparel ITKshirts,shirts,0,0,
P000170879,2,zonTemplateProductClothing,ProductClothing,0,0,
P000170879,2,AudienceMale,Male,0,0,
P000170879,2,ANDATORY Care InstructMachine Wash,Machine Wash,0,0,Detail
P000170879,2,ANDATORY Care InstructTumble Dry,Tumble Dry,0,0,Detail
P000170879,2,ANDATORY Fabrication100% Nylon,100% Nylon,0,0,Detail
P000170879,2,ANDATORY General InfoBealls Exclusive,Bealls Exclusive,0,0,Detail
P000170879,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000170879,2,B-Top/Shirt FeaturesButton-Downs,Button-Downs,0,0,
P000170879,2,B-Top/Shirt FeaturesChest Pocket,Chest Pocket,0,0,Detail
P000170879,2,B-Top/Shirt Neck FeatButton-down-collars,Button-down-collars,0,0,
P000170879,2,B-Top/Shirt Slv FeatShort-Sleeve,Short-Sleeve,0,0,Detail
P000175058,2,zon Jew/Acces ITKsunglasses,sunglasses,0,0,
P000175058,2,zonTemplateProductClothing,ProductClothing,0,0,
P000175058,2,AudienceMale,Male,0,0,
P000175058,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000175058,2,NotTaxFreeNotTaxFree,NotTaxFree,0,0,
P000175059,2,zon Jew/Acces ITKsunglasses,sunglasses,0,0,
P000175059,2,zonTemplateProductClothing,ProductClothing,0,0,
P000175059,2,AudienceMale,Male,0,0,
P000175059,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000175059,2,NotTaxFreeNotTaxFree,NotTaxFree,0,0,
P000175315,2,zon Jew/Acces ITKsunglasses,sunglasses,0,0,
P000175315,2,zonTemplateProductClothing,ProductClothing,0,0,
P000175315,2,AudienceMale,Male,0,0,
P000175315,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000175315,2,NotTaxFreeNotTaxFree,NotTaxFree,0,0,
P000175319,2,zon Jew/Acces ITKsunglasses,sunglasses,0,0,
P000175319,2,zonTemplateProductClothing,ProductClothing,0,0,
P000175319,2,AudienceMale,Male,0,0,
P000175319,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000175319,2,NotTaxFreeNotTaxFree,NotTaxFree,0,0,
P000175326,2,zon Jew/Acces ITKsunglasses,sunglasses,0,0,
P000175326,2,zonTemplateProductClothing,ProductClothing,0,0,
P000175326,2,AudienceMale,Male,0,0,
P000175326,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000175326,2,NotTaxFreeNotTaxFree,NotTaxFree,0,0,
P000175329,2,zon Jew/Acces ITKsunglasses,sunglasses,0,0,
P000175329,2,zonTemplateProductClothing,ProductClothing,0,0,
P000175329,2,AudienceMale,Male,0,0,
P000175329,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000175329,2,NotTaxFreeNotTaxFree,NotTaxFree,0,0,
P000175331,2,zon Jew/Acces ITKsunglasses,sunglasses,0,0,
P000175331,2,zonTemplateProductClothing,ProductClothing,0,0,
P000175331,2,AudienceMale,Male,0,0,
P000175331,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000175331,2,NotTaxFreeNotTaxFree,NotTaxFree,0,0,
P000182231,2,zon Jew/Acces ITKsunglasses,sunglasses,0,0,
P000182231,2,zonTemplateProductClothing,ProductClothing,0,0,
P000182231,2,AudienceMale,Male,0,0,
P000182231,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000182231,2,NotTaxFreeNotTaxFree,NotTaxFree,0,0,
P000183349,2,zon Apparel ITKshorts,shorts,0,0,
P000183349,2,zonTemplateProductClothing,ProductClothing,0,0,
P000183349,2,ANDATORY Care InstructMachine Wash,Machine Wash,0,0,Detail
P000183349,2,ANDATORY Care InstructTumble Dry,Tumble Dry,0,0,Detail
P000183349,2,ANDATORY Fabrication100% Nylon,100% Nylon,0,0,Detail
P000183349,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000183349,2,ANDATORY General InfoInt'l Shipping prohibited,Int'l Shipping prohibited,0,0,Detail
P000183349,2,APPAREL Fit StyleRelaxed,Relaxed,0,0,Detail
P000183349,2,APPAREL Inseams6 in. inseam,6 in. inseam,0,0,Detail
P000183349,2,B-Bottom FeaturesCargo Pockets,Cargo Pockets,0,0,Detail
P000183349,2,B-Bottom Waist FeatBelted,Belted,0,0,Detail
P000183349,2,B-Bottom Waist FeatElastic-Waist,Elastic-Waist,0,0,Detail
P000183461,2,zon Jew/Acces ITKsunglasses,sunglasses,0,0,
P000183461,2,zonTemplateProductClothing,ProductClothing,0,0,
P000183461,2,AudienceMale,Male,0,0,
P000183461,2,ANDATORY General InfoBealls Exclusive,Bealls Exclusive,0,0,Detail
P000183461,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000183461,2,NotTaxFreeNotTaxFree,NotTaxFree,0,0,
P000184683,2,zon Apparel ITKshorts,shorts,0,0,
P000184683,2,zonTemplateProductClothing,ProductClothing,0,0,
P000184683,2,ANDATORY Care InstructMachine Wash,Machine Wash,0,0,Detail
P000184683,2,ANDATORY Care InstructTumble Dry,Tumble Dry,0,0,Detail
P000184683,2,ANDATORY FabricationMicrofiber,Microfiber,0,0,Detail
P000184683,2,ANDATORY FabricationPolyester,Polyester,0,0,Detail
P000184683,2,ANDATORY FabricationSpandex,Spandex,0,0,Detail
P000184683,2,ANDATORY General InfoBealls Exclusive,Bealls Exclusive,0,0,Detail
P000184683,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000184683,2,APPAREL Fit StyleHigh-Waist,High-Waist,0,0,Detail
P000184683,2,APPAREL Fit StyleStretch,Stretch,0,0,Detail
P000184683,2,APPAREL Inseams7 in. inseam,7 in. inseam,0,0,Detail
P000184683,2,B-Bottom FeaturesWrinkle Free,Wrinkle Free,0,0,Detail
P000184683,2,B-Bottom FeaturesWrinkle-resistant,Wrinkle-resistant,0,0,Detail
P000184683,2,B-Bottom Waist FeatFlat-Front,Flat-Front,0,0,Detail
P000185129,2,zon Apparel ITKshorts,shorts,0,0,
P000185129,2,zonTemplateProductClothing,ProductClothing,0,0,
P000185129,2,ANDATORY Care InstructMachine Wash,Machine Wash,0,0,Detail
P000185129,2,ANDATORY Care InstructTumble Dry,Tumble Dry,0,0,Detail
P000185129,2,ANDATORY FabricationCotton,Cotton,0,0,Detail
P000185129,2,ANDATORY FabricationPolyester,Polyester,0,0,Detail
P000185129,2,ANDATORY General InfoBealls Exclusive,Bealls Exclusive,0,0,Detail
P000185129,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000185129,2,APPAREL Inseams8½ in. inseam,8½ in. inseam,0,0,Detail
P000185129,2,B-Bottom Waist FeatDrawstring,Drawstring,0,0,Detail
P000185129,2,B-Bottom Waist FeatElastic-Waist,Elastic-Waist,0,0,Detail
P000188074,2,zon Apparel ITKjeans,jeans,0,0,
P000188074,2,zonTemplateProductClothing,ProductClothing,0,0,
P000188074,2,AudienceMale,Male,0,0,
P000188074,2,ANDATORY Care InstructMachine Wash,Machine Wash,0,0,Detail
P000188074,2,ANDATORY Care InstructTumble Dry,Tumble Dry,0,0,Detail
P000188074,2,ANDATORY FabricationCotton,Cotton,0,0,Detail
P000188074,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000188074,2,APPAREL Fit StyleClassic-fit,Classic-fit,0,0,Detail
P000188074,2,B-Bottom FeaturesBasic 5 Pocket,Basic 5 Pocket,0,0,Detail
P000188074,2,B-Bottom FeaturesBoot Cut,Boot Cut,0,0,Detail
P000188074,2,B-Bottom FeaturesZip-fly,Zip-fly,0,0,Detail
P000191164,2,zon Apparel ITKjeans,jeans,0,0,
P000191164,2,zonTemplateProductClothing,ProductClothing,0,0,
P000191164,2,AudienceMale,Male,0,0,
P000191164,2,ANDATORY Care InstructMachine Wash,Machine Wash,0,0,Detail
P000191164,2,ANDATORY Care InstructTumble Dry,Tumble Dry,0,0,Detail
P000191164,2,ANDATORY FabricationCotton Spandex,Cotton Spandex,0,0,Detail
P000191164,2,ANDATORY FabricationCotton,Cotton,0,0,Detail
P000191164,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000191164,2,APPAREL Fit StyleClassic-fit,Classic-fit,0,0,Detail
P000191164,2,B-Bottom FeaturesBasic 5 Pocket,Basic 5 Pocket,0,0,Detail
P000191164,2,B-Bottom FeaturesStraight-Leg,Straight-Leg,0,0,Detail
P000192847,2,zon Apparel ITKjeans,jeans,0,0,
P000192847,2,zonTemplateProductClothing,ProductClothing,0,0,
P000192847,2,AudienceMale,Male,0,0,
P000192847,2,ANDATORY Care InstructMachine Wash,Machine Wash,0,0,Detail
P000192847,2,ANDATORY Care InstructTumble Dry,Tumble Dry,0,0,Detail
P000192847,2,ANDATORY FabricationCotton,Cotton,0,0,Detail
P000192847,2,ANDATORY FabricationDenim,Denim,0,0,Detail
P000192847,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000192847,2,APPAREL Leg Opening16 Leg Opening,16 Leg Opening,0,0,Detail
P000192847,2,B-Bottom FeaturesBasic 5 Pocket,Basic 5 Pocket,0,0,Detail
P000192847,2,B-Bottom FeaturesStraight-Leg,Straight-Leg,0,0,Detail
P000192847,2,B-Bottom FeaturesZip-fly,Zip-fly,0,0,Detail
P000192847,2,B-Bottom Waist FeatFlat-Front,Flat-Front,0,0,Detail
P000192847,2,B-Bottom Waist FeatPlain-front,Plain-front,0,0,
P000192847,2,Size RangeExtended Sizes Available,Extended Sizes Available,0,0,Detail
P000193522,2,zon Apparel ITKbutton-down-shirts,button-down-shirts,0,0,
P000193522,2,zon Apparel ITKshirts,shirts,0,0,
P000193522,2,zonTemplateProductClothing,ProductClothing,0,0,
P000193522,2,AudienceMale,Male,0,0,
P000193522,2,ANDATORY Care InstructMachine Wash,Machine Wash,0,0,Detail
P000193522,2,ANDATORY Care InstructTumble Dry,Tumble Dry,0,0,Detail
P000193522,2,ANDATORY Fabrication100% Nylon,100% Nylon,0,0,Detail
P000193522,2,ANDATORY General InfoBealls Exclusive,Bealls Exclusive,0,0,Detail
P000193522,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000193522,2,B-Top/Shirt FeaturesButton-Downs,Button-Downs,0,0,
P000193522,2,B-Top/Shirt FeaturesChest Pocket,Chest Pocket,0,0,Detail
P000193522,2,B-Top/Shirt Neck FeatButton-down-collars,Button-down-collars,0,0,
P000193522,2,B-Top/Shirt Slv FeatShort-Sleeve,Short-Sleeve,0,0,Detail
P000200510,2,zon Apparel ITKshorts,shorts,0,0,
P000200510,2,zonTemplateProductClothing,ProductClothing,0,0,
P000200510,2,ANDATORY Care InstructMachine Wash,Machine Wash,0,0,Detail
P000200510,2,ANDATORY Care InstructTumble Dry,Tumble Dry,0,0,Detail
P000200510,2,ANDATORY FabricationCotton,Cotton,0,0,Detail
P000200510,2,ANDATORY FabricationSpandex,Spandex,0,0,Detail
P000200510,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000200510,2,APPAREL Fit StyleRelaxed,Relaxed,0,0,Detail
P000200510,2,APPAREL Fit StyleStretch,Stretch,0,0,Detail
P000200510,2,APPAREL Inseams10 inseam,10 inseam,0,0,Detail
P000200938,2,zon Apparel ITKshorts,shorts,0,0,
P000200938,2,zonTemplateProductClothing,ProductClothing,0,0,
P000200938,2,ANDATORY Care InstructMachine Wash,Machine Wash,0,0,Detail
P000200938,2,ANDATORY Care InstructTumble Dry,Tumble Dry,0,0,Detail
P000200938,2,ANDATORY FabricationCotton,Cotton,0,0,Detail
P000200938,2,ANDATORY FabricationDenim,Denim,0,0,Detail
P000200938,2,ANDATORY FabricationPolyester,Polyester,0,0,Detail
P000200938,2,ANDATORY FabricationSpandex,Spandex,0,0,Detail
P000200938,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000200938,2,APPAREL Fit StyleStretch,Stretch,0,0,Detail
P000200938,2,APPAREL Inseams6 in. inseam,6 in. inseam,0,0,Detail
P000200938,2,B-Bottom FeaturesBasic 5 Pocket,Basic 5 Pocket,0,0,Detail
P000200938,2,B-Bottom FeaturesSlimming,Slimming,0,0,Detail
P000200938,2,B-Bottom Waist FeatBelted,Belted,0,0,Detail
P000200938,2,B-Bottom Waist FeatTummy Trimmer,Tummy Trimmer,0,0,Detail
P000201083,2,zon Apparel ITKshorts,shorts,0,0,
P000201083,2,zonTemplateProductClothing,ProductClothing,0,0,
P000201083,2,ANDATORY Care InstructMachine Wash,Machine Wash,0,0,Detail
P000201083,2,ANDATORY Care InstructTumble Dry,Tumble Dry,0,0,Detail
P000201083,2,ANDATORY FabricationCotton,Cotton,0,0,Detail
P000201083,2,ANDATORY FabricationDenim,Denim,0,0,Detail
P000201083,2,ANDATORY General InfoImported,Imported,0,0,Detail
P000201083,2,APPAREL Fit StyleJust Below The Waist,Just Below The Waist,0,0,Detail
