PartNumber,ParentPartNumber,Type,ListPrice,ParentGroupIdentifier,Sequence,Language_ID,Name,ShortDescription,LongDescription,IPSID,Buyable,Available,Published,Keyword,StartDate,Delete
P000221035,,Product,0,52-53-64,0,-1,La Classe Couture Chiffon Ikat Shorts,,Dressy shorts by La Classe Couture offer a semi-sheer chiffon texture with lining and a skirt-like silhouette with their pleat front design. Comfortable back elastic and front seam pockets deliver appeal to these shorts that fashionably breeze you from day into night.,,1,1,1,,2012-05-24 0:00:00,0
P000221037,,Product,0,52-53-64,0,-1,La Classe Couture Smocked Waist Shorts,,La Classe Couture smocked waist shorts offer style and comfort with an adjustable drawstring waist and breezy fabric.,,1,1,1,,2012-05-24 0:00:00,0
P000221755,,Product,0,52-53-64,0,-1,Royalty by YMI Whiskered  Denim Bermuda Shorts,,Enjoy the relaxed styling offered in these denim bermuda shorts by Royalty featuring a five pocket design and fashionable whiskering & fading.,,1,1,1,,2012-02-16 0:00:00,0
P000221757,,Product,0,52-53-64,0,-1,Deja Bleu Embellished Denim Shorts,,"Comfort and style collide in these shorts by Deja Bleu featuring five pocket styling, button through back flap pockets, and fashionable fading.",,1,1,1,,2012-03-29 0:00:00,0
P000221763,,Product,0,52-53-64,0,-1,Deja Bleu Bold Stitch Denim Shorts,,"Comfort and style collide in these shorts by Deja Bleu featuring five pocket styling, thick stich detail, and fashionable fading.",,1,1,1,,2012-05-03 0:00:00,0
P000221768,,Product,0,52-53-64,0,-1,Deja Bleu White Cuffed Denim Shorts,,"Comfort and style collide in these shorts by Deja Bleu featuring five pocket styling, embroidered back pockets, and cuffed hemline.",,1,1,1,,2012-03-29 0:00:00,0
P000221792,,Product,0,52-53-64,0,-1,Deja Bleu Faded Denim Shorts,,"Comfort and style collide in these shorts by Deja Bleu featuring five pocket styling, thick stich detail, and fashionable fading.",,1,1,1,,2012-03-29 0:00:00,0
P000222128,,Product,0,52-53-64,0,-1,Dockers® Triple Stitch Bermuda Shorts,,Comfort and style are offered in these shorts by Dockers featuring triple stitch detailing. International shipping prohibited.,,1,1,1,,2012-05-10 0:00:00,0
P000223294,,Product,0,52-53-64,0,-1,George & Martha Rope Belted Shorts,,Comfort and style collide in these shorts by George & Martha offering a cuffed hemline & rope belt.,,1,1,1,,2012-03-22 0:00:00,0
P000223416,,Product,0,52-53-64,0,-1,Calvin Klein Light Wash Denim Shorts,,"Relaxed styling is offered in these denim shorts by Calvin Klein featuring side cargo pockets, faux back flap pockets, zip fly with double button closure, and fashionable fading.",,1,1,1,,2012-05-10 0:00:00,0
P000223423,,Product,0,52-53-64,0,-1,Calvin Klein Cargo Shorts,,"Relaxed styling is offered in these shorts by Calvin Klein featuring side cargo pockets, back flap pockets, and zip fly with double button closure.",,1,1,1,,2012-05-10 0:00:00,0
P000223439,,Product,0,52-53-64,0,-1,Calvin Klein Performance Drawstring Bermuda Shorts,,Relaxed styling is offered in these drawstring bermuda shorts by Calvin Klein featuring super soft & easy care fabric.,,1,1,1,,2012-05-10 0:00:00,0
P000223554,,Product,0,52-53-64,0,-1,Calvin Klein Performance Ripstop Cargo Shorts,,Function and comfort are offered in these shorts by Calvin Klein featuring rip resistant fabric and side cargo pockets for your essentials.,,1,1,1,,2012-05-10 0:00:00,0
P000223567,,Product,0,52-53-64,0,-1,Calvin Klein Performance Cargo Bermuda Shorts,,"Function and style are combined in these cargo bermuda shorts featuring wicking properties to keep you dry, stretch fabrication that moves with you, dry fast fabric, drawstring hemline, and plenty of pocket space for your essentials.",,1,1,1,,2012-04-26 0:00:00,0
P000223656,,Product,0,52-53-64,0,-1,Jones New York Sport Bermuda Shorts,,Brighten your casual wardrobe in these bermuda shorts by Jones New York Sport featuring a four pocket design and easy care fabric with a bit of stretch for a great fit.,,1,1,1,,2012-06-07 0:00:00,0
P000223951,,Product,0,52-53-64,0,-1,Earl Jean Rhinestone Big Stitch Shorts,,"Comfort and style collide in these shorts by Earl Jean featuring embroidered pockets with rhinestone embellishment, cuffed hemline, a bit of stretch for a comfortable & flattering fit and fashionable fading & whiskering.",,1,1,1,,2012-03-01 0:00:00,0
P000224447,,Product,0,52-53-64,0,-1,Columbia Sportswear Viva Bonita Boardshorts,,"Style and function collide in these board shorts by Columbia Sportswear featuring quick dry fabric keeping you cool & comfortable, UPF 50 sun protection and elastic waist with drawstring. International shipping prohibited.",,1,1,1,,2012-06-28 0:00:00,0
P000224585,,Product,0,52-53-64,0,-1,George & Martha Amelia Belted Camo Shorts,,"George & Martha offer relaxed styling in these shorts featuring a camouflage print, five pocket design, side cargo pockets, and D-ring belt.",,1,1,1,,2012-05-10 0:00:00,0
P000224587,,Product,0,52-53-64,0,-1,Bay Studio Sateen Cuff Bermuda Shorts,,Casual comfort is offered in these bermuda shorts featuring a sateen finish and cuffed hemline. These bermuda shorts feature front & back welt pockets and easy care fabric with a bit of stretch for a comfortable and flattering fit.,,1,1,1,,2012-05-31 0:00:00,0
P000225179,,Product,0,52-53-64,0,-1,George & Martha Amelia Belted Cargo Shorts,,"George & Martha offer relaxed styling in these shorts featuring a five pocket design, side cargo pockets, and D-ring belt. Easy wear and care with a bit of stretch make these shorts a casual wear favorite.",,1,1,1,,2012-05-10 0:00:00,0
P000225303,,Product,0,52-53-64,0,-1,Larry Levine Military Button City Shorts,,"Lightweight and fashionable, these city shorts by Larry Levine sit just  below the waist and offer front pockets with a military style button through design.",,1,1,1,,2012-06-21 0:00:00,0
P000225487,,Product,0,52-53-64,0,-1,Columbia Sportswear Back-Up Sport Long Shorts,,"Comfort and function are offered in these shorts by Columbia Sportswear offering moisture wicking to keep you dry & comfortable, zip closure security pocket, 2-way stretch that moves with you, and stain resistant fabric. International shipping prohibited.",,1,1,1,,2012-04-05 0:00:00,0
P000226010,,Product,0,52-53-64,0,-1,Jones New York Flat Front Bermuda Shorts,,"Enjoy the relaxed styling of these Bermuda shorts by Jones New York Sport featuring front slash pockets, back welt pockets, flat front styling, and a bit of stretch for a comfortable & flattering fit.",,1,1,1,,2012-05-17 0:00:00,0
P000226775,,Product,0,52-53-64,0,-1,Jones New York Sport Plaid Bermuda Shorts,,"Enjoy the relaxed styling of these Bermuda shorts by Jones New York Sport featuring front slash pockets, back faux pockets, flat front styling, plaid design, and a bit of stretch for a comfortable & flattering fit.",,1,1,1,,2012-04-19 0:00:00,0
P000205756,,Product,0,52-105-107,0,-1,Derek Heart Crochet Tank Top,,"A stylish update to your basic tank top, this Derek Heart top features sleeveless, banded bottom and crochet details along the shoulders & neckline.",,1,1,1,,2012-01-26 0:00:00,0
P000205774,,Product,0,52-105-107,0,-1,Zenana Basic Tank Top,,This basic tank top is great for layering under all your spring tops. You will need more than just one!,,1,1,1,,2012-01-12 0:00:00,0
P000205780,,Product,0,52-105-107,0,-1,Derek Heart Tank Top,,These colorful basic tank tops are great for layering under all your spring tops. You will need more than just one!,,1,1,1,,2012-01-19 0:00:00,0
P000205791,,Product,0,52-105-107,0,-1,Energie Lace Stripe Tank Top,,"This cute tank top by Energie is the perfect blend of lace & stripe details, and complements any casual look.",,1,1,1,,2011-12-22 0:00:00,0
P000205792,,Product,0,52-105-107,0,-1,Derek Heart Tank Top,,This basic tank top is great for layering under all your spring tops. You will need more than just one!,,1,1,1,,2011-12-01 0:00:00,0
P000207797,,Product,0,52-105-107,0,-1,Energie Solid X-Back Tank Top,,,,1,1,1,,2012-02-09 0:00:00,0
P000208416,,Product,0,52-105-107,0,-1,Zenana Basic Tank Top,,These colorful basic tank tops are great for layering under all your spring tops. You will need more than just one!,,1,1,1,,2011-11-24 0:00:00,0
P000208645,,Product,0,52-105-107,0,-1,Guy Harvey Deep Marlin Racerback Tank Top,,"Enjoy the comfort and trendy style of this Guy Harvey racerback tank top featuring a lightweight slub knit, marlin print, and mini chest pocket.",,1,1,1,,2012-02-09 0:00:00,0
P000210513,,Product,0,52-105-107,0,-1,Derek Heart Razor Back Tank Top,,,,1,1,1,,2012-02-16 0:00:00,0
P000210585,,Product,0,52-105-107,0,-1,Guy Harvey Slub Knit Racerback Fish Tank Top,,"Enjoy the comfort and trendy style of this Guy Harvey racerback tank top featuring a lightweight slub knit, fish print, and mini chest pocket.",,1,1,1,,2012-02-09 0:00:00,0
P000210586,,Product,0,52-105-107,0,-1,Guy Harvey Sea Turtle & Dolphin Tank Top,,"Enjoy the comfort and trendy style of this Guy Harvey racerback tank top featuring a lightweight slub knit, sea turtle & dolphin print, and mini chest pocket.",,1,1,1,,2012-02-09 0:00:00,0
P000212437,,Product,0,52-105-107,0,-1,Zenana Racerback Stripe Tank Top,,"Lead a laid-back lifestyle in this tank top by Zenana that features a scoop neckline, racerback and a stripe print.",,1,1,1,,2012-04-19 0:00:00,0
P000212884,,Product,0,52-105-107,0,-1,Fox Network Tank Top,,"Fox artistically blends a relaxed vibe with elegance in this tank top that features button placket, curved hemline and horizontal stripe print.",,1,1,1,,2012-03-29 0:00:00,0
P000212895,,Product,0,52-105-107,0,-1,Fox Revolution Sporty Cami,,Fox artistically blends a relaxed vibe with elegance in this racerback cami that features a neon Fox head logo screenprint on the front.,,1,1,1,,2012-03-29 0:00:00,0
P000213388,,Product,0,52-105-107,0,-1,Moa Moa Fringe Front Tank Top,,"A cute tank top by Moa Moa with round neckline, sleeveless and crochet & fringe details at the front.",,1,1,1,,2012-05-03 0:00:00,0
P000213389,,Product,0,52-105-107,0,-1,La Mamba Aztec Fringe Tank Top,,"Right on trend with this season's hottest styles, this Aztec-inspired tank top by La Mamba features a feather screenprint on the front with glitter, accent fringes and racerback.",,1,1,1,,2012-05-03 0:00:00,0
P000213391,,Product,0,52-105-107,0,-1,La Mamba Feather Fringe Fashion Tank Top,,"Fashion tank top by La Mamba features sleeveless, round neck and an Aztec-inspired feather print on the front with fringe details.",,1,1,1,,2012-05-03 0:00:00,0
P000214022,,Product,0,52-105-107,0,-1,Wurl X-Back Ethnic Tank Top,,"This beautifully patterned tank top adds dimension to your look with its Aztec-inspired print, crisscross detail at the back and double woven straps.",,1,1,1,,2012-04-19 0:00:00,0
P000215172,,Product,0,52-105-107,0,-1,Wurl Floral Border Print Tank Top,,"A casual tank top by Wurl with adjustable spaghetti straps, elastic band at the waist, lace trim and a floral print.",,1,1,1,,2012-04-19 0:00:00,0
P000215177,,Product,0,52-105-107,0,-1,Wurl Mixed Media Tank Top,,"Stand out in this tank top by Wurl that features uneven hem, spaghetti straps and a mixed media design with stripe & floral prints.",,1,1,1,,2012-04-19 0:00:00,0
P000216081,,Product,0,52-105-107,0,-1,Eyeshadow Racerback Lace Tank Top,,"This tank top by Eyeshadow features banded bottom, racerback and allover lace detailing. Tank underneath not included.",,1,1,1,,2012-05-17 0:00:00,0
P000219884,,Product,0,52-105-107,0,-1,A. Byer Fringe Trim Tank Top,,"A. Byer provides a breath of fresh air with this lightweight tank top that features sleeveless, scoop neck with crochet trim and fringing on the front.",,1,1,1,,2012-04-12 0:00:00,0
P000219950,,Product,0,52-105-107,0,-1,A. Byer Silky Knit Banded Halter Medallion Top,,"Say yes to this fashionable top by A. Byer! This top features a halter design, embellished neckline and a colorful print.",,1,1,1,,2012-04-12 0:00:00,0
P000219959,,Product,0,52-105-107,0,-1,A. Byer One Shoulder Ruffled ITY Belted Top,,"Play with your feminine side with this belted A. Byer top that features a one shoulder design, delicate ruffles at the neck and a bold print.",,1,1,1,,2012-04-12 0:00:00,0
P000219998,,Product,0,52-105-107,0,-1,A. Byer Zigzag Crochet Back Tiered Top,,"Steal the show when wearing this casual yet chic top by A. Byer featuring U-neck, tiered front, crocheted racerback and a vibrant zigzag print.",,1,1,1,,2012-04-12 0:00:00,0
P000220054,,Product,0,52-105-107,0,-1,A. Byer Shutter Crochet Back Tank Top,,"This tank top by A. Byer features figure-flattering asymmetrical tiers on the front, solid design and a racerback with lace details.",,1,1,1,,2012-05-10 0:00:00,0
P000220080,,Product,0,52-105-107,0,-1,A. Byer Zigzag Sequin Tank Top,,Play with your feminine side with this zigzag printed tank top by A. Byer that features sequin embroidery details.,,1,1,1,,2012-05-10 0:00:00,0
P000220406,,Product,0,52-105-107,0,-1,O'Neill Mr. Wonderful Tank Top,,"O'Neill provides apparel committed to comfort & style for those who enjoy surf & skate activities! This tank top features double adjustable straps, tie detail at the back, drop waist with ruffles at the bottom, metal logo badge and a crepe print.",,1,1,1,,2012-05-10 0:00:00,0
P000220407,,Product,0,52-105-107,0,-1,O'Neill Middleton Tank Top,,"O'Neill provides apparel committed to comfort & style for those who enjoy surf & skate activities! This speckled jersey tank top features raw edging, racerback design, oversized armhole and a palm frond print on the front with metal logo badge.",,1,1,1,,2012-05-10 0:00:00,0
P000220410,,Product,0,52-105-107,0,-1,O'Neill Chevy Tank Top,,"O'Neill provides apparel committed to comfort & style for those who enjoy surf & skate activities! This tank top features raw cut edges, slightly twisted straps, chest pocket and a multi colored stripe print.",,1,1,1,,2012-05-10 0:00:00,0
P000220412,,Product,0,52-105-107,0,-1,O'Neill Juliana Tank Top,,"O'Neill offers laid-back comfort & style in this tank top with braided straps, cross-binding detail at racerback, saddle cut hem and screenprint on the front.",,1,1,1,,2012-05-10 0:00:00,0
P000220413,,Product,0,52-105-107,0,-1,O'Neill Tat Tat Tank Top,,"O'Neill offers laid-back comfort & style in this tank top with stretch jersey fabrication, flower prints allover, fitted bodice, crisscross straps with adjusters and metal logo badge.",,1,1,1,,2012-05-10 0:00:00,0
P000220419,,Product,0,52-105-107,0,-1,O'Neill First Name Tank Top,,"O'Neill offers laid-back comfort & style in this tank top with stretch jersey feel, racerback and a colorful screenprint on the front.",,1,1,1,,2012-05-10 0:00:00,0
P000220554,,Product,0,52-105-107,0,-1,XOXO Drape Neck Gold Top,,"Pair this top with your favorite skinny jeans for the fashionable look you seek! This top by XOXO features drape neckline, lace detailing at the back and banded bottom for a flattering fit.",,1,1,1,,2012-05-17 0:00:00,0
P000220562,,Product,0,52-105-107,0,-1,XOXO Braided Geometric Printed Tank Top,,"This tank top by XOXO is adorned with tons of fashionable details. Tank top features a multi colored geometric print, braided crisscross strap at the front with gold tone metal treatment and banded bottom for a flirty look.",,1,1,1,,2012-05-17 0:00:00,0
P000220685,,Product,0,52-105-107,0,-1,Hurley Labrinth Tank Top,,"Hurley provides apparel committed to comfort & style for those who enjoy surf & skate activities! The Labrinth tank top features a reverse geometric print, non-functional V placket, pleating at the back and H icon embroidery.",,1,1,1,,2012-04-05 0:00:00,0
P000220694,,Product,0,52-105-107,0,-1,Hurley Featherweights Mesh Cami,,"Hurley provides apparel committed to comfort & style for those who enjoy surf & skate activities! This cami features adjustable straps, mesh panels at the sides & back, opening in the back, a stripe print and H icon embroidery.",,1,1,1,,2012-04-05 0:00:00,0
P000220697,,Product,0,52-105-107,0,-1,Hurley Willow Tank Top,,"Hurley provides apparel committed to comfort & style for those who enjoy surf & skate activities! This tank top features a twisted T-back design, braided straps, multi colored print and H icon embroidery.",,1,1,1,,2012-04-05 0:00:00,0
P000220734,,Product,0,52-105-107,0,-1,Hurley Perfect Storm Tank Top,,"Hurley provides apparel committed to comfort & style for those who enjoy surf & skate activities! This tank top features a black & white print, triple strap detailing at the back creating a triangle and H icon embroidery.",,1,1,1,,2012-04-05 0:00:00,0
P000220756,,Product,0,52-105-107,0,-1,Hurley Wilson Woven Tank Top,,"Hurley provides apparel committed to comfort & style for those who enjoy surf & skate activities! This tank top features 4-button placket, pintuck detailing at the neckline and an allover print with H icon embroidery.",,1,1,1,,2012-05-10 0:00:00,0
P000220759,,Product,0,52-105-107,0,-1,Hurley Big Ben Cami,,"Hurley provides apparel committed to comfort & style for those who enjoy surf & skate activities! This cami features spaghetti straps, a border print at the bottom hem and H icon embroidery.",,1,1,1,,2012-05-03 0:00:00,0
P000220811,,Product,0,52-105-107,0,-1,Roxy Beach Cave Tank Top,,"Effortless styling is a no-brainer this season with this tank top by Roxy! This tank top features a double layer design with fun prints, adjustable straps and measures 27'' in length.",,1,1,1,,2012-05-03 0:00:00,0
P000220889,,Product,0,52-105-107,0,-1,Roxy Tidal Shift Tank Top,,"A must-have basic for every girl, this tank top by Roxy features a trendsetting racerback design with crochet details. Tank top measures 25'' in length.",,1,1,1,,2012-05-03 0:00:00,0
P000221027,,Product,0,52-105-107,0,-1,Roxy Shallow Tank Top,,"A fashion forward tank top by Roxy! This tank top features a modern print with contrasting stripes, racerback design and measures 26'' in length.",,1,1,1,,2012-05-03 0:00:00,0
P000221030,,Product,0,52-105-107,0,-1,Roxy Crashin Tee Tank Top,,This Roxy tank top is full of style thanks to its eye-catching beach art on the front and 100% cotton fabrication for a soft feel. Tank top measures 20'' in length.,,1,1,1,,2012-05-03 0:00:00,0
P000221036,,Product,0,52-105-107,0,-1,Roxy Mini Sharks Tank Top,,"A fashion forward tank top by Roxy! This cropped tank top features an allover shark print, scoop neckline and measures 20'' in length.",,1,1,1,,2012-05-31 0:00:00,0
P000221045,,Product,0,52-105-107,0,-1,Roxy Passing Time Tank Top,,"A fashion forward tank top by Roxy! This tank top features a modern print with contrasting stripes, braided T-back straps and measures 24'' in length.",,1,1,1,,2012-05-31 0:00:00,0
P000221063,,Product,0,52-105-107,0,-1,Fox Twisted Floral Cami,,"The Fox Twisted cami offers a comfortable, solid construction that is perfect for your active lifestyle! Featuring a racerback design and an allover floral print with Fox logo.",,1,1,1,,2012-04-19 0:00:00,0
P000221098,,Product,0,52-105-107,0,-1,Fox Headstart Fox Tank Top,,You'll definitely be hearing some buzz wherever you walk--mostly consisting of: ''Where'd she get that great top?!''-- while wearing the all-new Headstart tank top by Fox.,,1,1,1,,2012-04-19 0:00:00,0
P000221122,,Product,0,52-105-107,0,-1,Fox Qualified V-Neck Cami,,Fox artistically blends a relaxed vibe with style in this racerback cami that features a neon Fox head logo screenprint on the front.,,1,1,1,,2012-05-03 0:00:00,0
P000221125,,Product,0,52-105-107,0,-1,Fox Moto X Cut Off Tank Top,,"Fox provides clothing that is perfect for your active lifestyle! This tank top features a Fox head screenprint on the front, deep arm holes and ''74'' printed on the back.",,1,1,1,,2012-05-03 0:00:00,0
P000221144,,Product,0,52-105-107,0,-1,Fox Socialite Tank Top,,Fox artistically blends a relaxed vibe with elegance in this knotted racerback tank top that features an asymmetrical hemline and Fox head logo screenprint on the side. Tank top measures 26.4'' in length.,,1,1,1,,2012-05-03 0:00:00,0
P000221276,,Product,0,52-105-107,0,-1,O'Neill Flower Garden Tank Top,,"O'Neill offers laid-back comfort & style in this tank top with stretch jersey feel, racerback and a floral screenprint on the front.",,1,1,1,,2012-04-19 0:00:00,0
P000221278,,Product,0,52-105-107,0,-1,O'Neill Perry Tank Top,,"O'Neill provides apparel committed to comfort & style for those who enjoy surf & skate activities! This jersey tank top features raw edging, racerback design, placket at front and a saddle hemline.",,1,1,1,,2012-04-19 0:00:00,0
P000222473,,Product,0,52-105-107,0,-1,Eyeshadow Knotted Foil Racerback Tank Top,,"This lace tank top by Eyeshadow offers an updated look with its foil striping, deep scoop neckline, hilo hem and a knotted racerback design.",,1,1,1,,2012-06-21 0:00:00,0
P000222474,,Product,0,52-105-107,0,-1,Energie Knotted Racerback Burnout Tank Top,,"This lace tank top by Energie offers an updated look with its burnout detail, a deep scoop neckline, hilo hem and a knotted racerback design.",,1,1,1,,2012-05-10 0:00:00,0
P000222475,,Product,0,52-105-107,0,-1,Energie Burnout Henley Tank Top,,"An easy wear easy care tank top by Energie that features sleeveless, scoop neck with button placket and a burnout design.",,1,1,1,,2012-05-24 0:00:00,0
P000222478,,Product,0,52-105-107,0,-1,Eyeshadow Crochet Racerback Tank Top,,"This trend-right tank top features scoop neckline, a multi colored print and a racerback design with crochet details.",,1,1,1,,2012-05-31 0:00:00,0
P000222548,,Product,0,52-105-107,0,-1,Eyeshadow Foil Speckled Tank Top,,"This tank top by Eyeshadow offers an updated look with a deep scoop neckline, hilo hem and a foil speckle design on the front.",,1,1,1,,2012-06-21 0:00:00,0
P000223545,,Product,0,52-105-107,0,-1,Wurl Ruffle Front Tank Top,,"Wurl offers this fashionable tank top to match your personal style! Tank top features a scoop neckline, sleeveless, a multi colored print and flattering ruffles on the front for added style & dimension to your look.",,1,1,1,,2012-05-24 0:00:00,0
P000223770,,Product,0,52-105-107,0,-1,Eyeshadow Tie Dye Braided Neck Tank Top,,"Eyeshadow is right on trend with this tank top featuring a tie dye print, a knotted racerback and braided details at the neck.",,1,1,1,,2012-05-31 0:00:00,0
P000223955,,Product,0,52-105-107,0,-1,Hurley Stitches Tank Top,,"Hurley provides apparel committed to comfort & style for those who enjoy surf & skate activities! The Stitches tank top features an engineered print, non-functional solid placket in the front, back yoke and H icon embroidery.",,1,1,1,,2012-05-31 0:00:00,0
P000224116,,Product,0,52-105-107,0,-1,Billabong Pretty Lil Things Tank Tops,,"Get the sassy look of this Billabong tank top featuring adjustable spaghetti straps, back button closure, pintuck detailing and lace insets & trim for added style.",,1,1,1,,2012-05-31 0:00:00,0
P000224118,,Product,0,52-105-107,0,-1,Billabong Reece Floral Paisley Woven Cami,,"Comfort & style combined in this cami by Billabong to give you the look you seek! Cami features a floral paisley print, low back and spaghetti straps.",,1,1,1,,2012-05-31 0:00:00,0
P000224121,,Product,0,52-105-107,0,-1,Billabong I Found U Tank Top,,"Cool, casual & comfortable tank top by Billabong with a feather screenprint on the front.",,1,1,1,,2012-05-31 0:00:00,0
P000224122,,Product,0,52-105-107,0,-1,Billabong 2 Da Beach Tank Top,,"Cool, casual & comfortable tank top by Billabong with a ''2 Da Beach'' license plate screenprint on the front.",,1,1,1,,2012-05-31 0:00:00,0
P000224133,,Product,0,52-105-107,0,-1,O'Neill Truly Tank Top,,"O'Neill provides apparel committed to comfort & style for those who enjoy surf & skate activities! This tank top features a fitted empire waist, crochet trim along center front & bust, saddle cut hem, smocking at the back, adjustable straps and metal logo badge.",,1,1,1,,2012-06-21 0:00:00,0
P000224134,,Product,0,52-105-107,0,-1,O'Neill Kan Tank Top,,"O'Neill provides apparel committed to comfort & style for those who enjoy surf & skate activities! This tank top features scoop neckline, sleeveless, dropped back hem and a multi colored flower print.",,1,1,1,,2012-06-21 0:00:00,0
P000224135,,Product,0,52-105-107,0,-1,O'Neill Willow Tank Top,,"O'Neill provides apparel committed to comfort & style for those who enjoy surf & skate activities! This tank top features scoop neckline, adjustable spaghetti straps, metal logo badge and a multi colored screenprint.",,1,1,1,,2012-06-21 0:00:00,0
P000224164,,Product,0,52-105-107,0,-1,O'Neill Dancehall Queen Tank Top,,"O'Neill provides apparel committed to comfort & style for those who enjoy surf & skate activities! This tank top features keyhole detail in the back, V-neck with self-drawstring, metal logo badge and a stripe print.",,1,1,1,,2012-06-21 0:00:00,0
P000224990,,Product,0,52-105-107,0,-1,Billabong City Lovers Tank Top,,"Cool, casual & comfortable tank top by Billabong with a destination screenprint on the front that reads, ''Florida is for Lovers''.",,1,1,1,,2012-06-28 0:00:00,0
P000225026,,Product,0,52-105-107,0,-1,O'Neill Sophia Cutout Back Tank Top,,"O'Neill offers laid-back comfort & style in this tank top featuring high-low hem, metal badge logo, cutout detail at the back with button placket and a black & white print.",,1,1,1,,2012-07-12 0:00:00,0
P000225031,,Product,0,52-105-107,0,-1,O'Neill Gracious Tank Top,,"O'Neill offers laid-back comfort & style in this tank top featuring a U-neckline, overlapping detail causing a flyaway front with ruching and small heart prints all over with metal logo badge.",,1,1,1,,2012-07-12 0:00:00,0
P000225037,,Product,0,52-105-107,0,-1,O'Neill Vixen Tank Top,,"O'Neill offers laid-back comfort & style in this slub knit tank top. This tank features cotton crochet inset panels at sides, self-covered buttons at placket and a solid design with metal logo badge.",,1,1,1,,2012-07-12 0:00:00,0
P000225039,,Product,0,52-105-107,0,-1,O'Neill Chance Tank Top,,"O'Neill offers laid-back comfort & style in this tank top featuring adjustable spaghetti straps, elasticized empire waist, pintuck details and a pigment dyed cotton fabrication.",,1,1,1,,2012-07-12 0:00:00,0
P000225041,,Product,0,52-105-107,0,-1,O'Neill Liberte Tank Top,,"O'Neill offers laid-back comfort & style in this tank top. Tank top features a V neckline & backline, screenprint on the front and a 65% polyester 35% rayon fabrication.",,1,1,1,,2012-07-12 0:00:00,0
P000225628,,Product,0,52-105-107,0,-1,Fox Moto-X Fox Tank Top,,The Fox Moto-X Fox tank top has an adorable Moto-X Fox head logo print with a distressed look to top off the retro vibe. The Moto-X Fox tank top is crafted with the same premium design quality that's been Fox's top priority since 1974!,,1,1,1,,2012-04-19 0:00:00,0
P000226227,,Product,0,52-105-107,0,-1,Billabong Nature Study Tank Top,,"Cool, casual & comfortable tank top by Billabong with scoop neck, sleeveless, racerback and a pigment overdyed screenprint on the front.",,1,1,1,,2012-03-15 0:00:00,0
P000226229,,Product,0,52-105-107,0,-1,Billabong Peace Surf Tank Top,,"Cool, casual & comfortable tank top by Billabong with an organic cotton fabrication, racerback, scoop neck and a pigment over-dye & screenprint on the front.",,1,1,1,,2012-04-26 0:00:00,0
