CatentryPartNumber,Price,CurrencyCode,StartDate,EndDate,Precedence,MinimumQuantity
0081684031,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0081684044,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0081684056,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0081684071,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0081684083,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0081684095,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0081684114,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0081684126,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0081684138,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0081684153,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0081684165,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0081684178,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0081688107,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0081688110,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0081688134,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0081688147,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0081688159,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0081688161,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0081688174,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0081688186,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0081688198,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0081688204,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0081688217,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0081688229,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0081688244,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0081688256,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0081688268,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0081688365,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0081688378,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0081688392,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0081688407,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0081688410,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0081688422,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0081688447,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0081688459,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0081688461,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0081688474,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0081688486,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0081688504,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0081688517,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0081688529,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0081688817,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0081688829,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0081688844,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0081688868,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0081688883,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0081688901,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0081688926,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0081688941,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0081688965,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0081688992,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0081689009,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0081689024,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0081689036,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0081689049,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0082273427,13,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0082273563,13,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0082539719,13,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0082539746,13,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0082539803,13,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0082539867,13,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0082539870,13,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0082539937,13,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0083057805,19.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0083057818,19.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0083057820,19.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0083057832,19.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0083057845,19.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0083057857,19.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0085087019,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0085087021,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0085087033,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0085087046,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0085087058,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0085087060,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0085087073,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0085087085,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0085087097,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0085087103,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0085087116,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0085087128,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0085087130,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0085087143,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0085087155,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0085087167,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0085087170,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0085087182,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0085087194,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0085087200,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0085087252,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0085087264,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0085087277,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0085087289,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0085118130,13,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0085118170,13,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0085118240,13,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0085118252,13,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0085118289,13,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0085120564,13,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0085380299,15,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0085380345,15,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0085380453,15,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0085381043,15,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0085381177,15,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0085382749,15,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0086711806,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0086711819,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087099823,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087099862,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087099875,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087099887,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087099899,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087099905,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087099918,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087099932,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087099945,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087099957,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087099969,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087099972,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087133016,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087133028,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087133055,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087133067,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087133070,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087133094,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087133100,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087133113,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087133137,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087133140,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087133152,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087133886,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087133898,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087133929,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087133931,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087133944,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087133968,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087133971,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087133983,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087134002,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087134015,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087134027,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087134039,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087134124,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087134136,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087134163,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087134176,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087134188,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087134206,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087134219,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087134221,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087134246,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087134258,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087134260,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087134273,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087134285,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087134367,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087134370,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087134394,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087134409,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087134412,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087134424,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087134436,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087134449,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087134451,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087134463,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087134476,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087134488,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087134490,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087134506,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087134519,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087134521,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087134533,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087134806,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087134819,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087134846,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087134858,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087134860,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087134885,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087134897,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087134903,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087134928,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087134930,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087134943,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087140485,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087140497,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087140503,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087140516,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087140528,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087140530,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087140543,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087140567,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087140570,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087140582,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087140600,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087140613,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087140625,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087140637,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087140652,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087967678,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087970459,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087970461,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087970474,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087970486,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087970498,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087970556,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087970568,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087970571,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087970583,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0087970595,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0088254631,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0088254644,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0088254700,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0088254713,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0088254725,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0088254737,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0088254764,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0088254822,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0088802070,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0088802082,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0088802094,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0088802137,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0088802140,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0088802177,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0088802189,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0088802191,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0088802207,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0088802210,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0088802234,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0088802247,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0088802259,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0088802261,29.4,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0089136579,13,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0089796736,30.8,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0089796736,24.99,USD,2012-07-20 00:01:00.000,2012-07-21 23:59:00.000,999,1
0089796749,30.8,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0089796749,24.99,USD,2012-07-20 00:01:00.000,2012-07-21 23:59:00.000,999,1
0089796751,30.8,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0089796751,24.99,USD,2012-07-20 00:01:00.000,2012-07-21 23:59:00.000,999,1
0089796763,30.8,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0089796763,24.99,USD,2012-07-20 00:01:00.000,2012-07-21 23:59:00.000,999,1
0089796776,30.8,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0089796776,24.99,USD,2012-07-20 00:01:00.000,2012-07-21 23:59:00.000,999,1
0089833496,34.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091081202,28,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091081215,28,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091081227,28,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091081239,28,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091081242,28,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091081254,28,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091081266,28,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091081309,28,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091081349,28,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091270435,17.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091270448,17.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091270450,17.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091270462,17.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091270475,17.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091270487,17.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091270499,17.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091270505,17.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091270518,17.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091270520,17.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091270532,17.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091270545,17.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091270557,17.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091270569,17.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091270572,17.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091270584,17.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091270596,17.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091270602,17.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091270615,17.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091270627,17.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091270639,17.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091270666,17.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091270679,17.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091270681,17.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091270693,17.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091270708,17.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091270711,17.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091270723,17.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091270799,17.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091270820,17.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091270832,17.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091270845,17.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091270857,17.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091270869,17.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091270872,17.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091270896,17.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091270915,17.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091270927,17.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091270939,17.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091270942,17.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091270993,17.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091271013,17.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091271025,17.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091271040,17.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091271052,17.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091271064,17.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091271077,17.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091271134,17.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091271159,17.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091271161,17.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091271174,17.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
0091271186,17.99,USD,2012-07-22 00:01:00.000,2012-07-28 23:59:00.000,999,1
