FieldValueId,FieldId,Name,Text,IsActive,Position
,3748,CANTELOPE ORANGE,,true,
,3748,BLUE BELL,,true,
,3748,DEEP MARINE BLUE,,true,
,3748,CORK BEIGE,,true,
,3748,STAR WHITE,,true,
,3748,WILD ROSE PINK,,true,
,3748,ORCHID PURPLE,,true,
,3748,CHIVE GREEN,,true,
,3748,ACORN BROWN,,true,
,3748,DENIM RINSE,,true,
,3748,DAFFODIL YELLOW,,true,
,3748,WHITE/BLUE,,true,
,3748,HONEY ALMOND BEIGE,,true,
,3748,SMOKED PEARL,,true,
,3748,SHARK GRAY,,true,
,3748,DOVE WING GRAY,,true,
,3746,NAVY BLUE,,true,
,3746,MARINE BLUE,,true,
,3746,BLACK MULTI,,true,
,3746,OLIVE GREEN,,true,
,3746,TAUPE MULTI,,true,
,3746,WHISPER BLUE,,true,
,3746,APRICOT ORANGE,,true,
,3746,PRUSSIAN BLUE,,true,
,3746,MOON BEIGE,,true,
,3746,WHISPER GREEN,,true,
,3746,COCONUT BEIGE,,true,
,3750,BORD CORL,,true,
,3750,DYNO PINK,,true,
,3750,FESTIVE TEAL,,true,
,3750,BLACK,,true,
,3750,YELLOW,,true,
,3750,BRIGHT BLUE,,true,
,3750,WHITE,,true,
,3750,PINK BOOM,,true,
,3750,GREEN,,true,
,3750,ORANGE,,true,
,3750,BLUE RADIANCE,,true,
,3750,CORAL,,true,
,3750,YELOW,,true,
,3750,PLAY PINK,,true,
,3750,FESTIVE TEA GREEN,,true,
,3750,SHADOW GREY,,true,
,3748,MEDIUM DENIM,,true,
,3748,UNIVERSAL LIGHT DENIM,,true,
,3748,WHITE DENIM,,true,
,3748,NILE,,true,
,3748,SAFARI BEIGE,,true,
,3748,RAILROAD BLACK,,true,
,3748,SKY DENIM,,true,
,3748,WHITE REFLECT,,true,
,3748,BLACK INK,,true,
,3748,ARIES BLUE,,true,
,3748,PALE BROWN,,true,
,3748,OPTIC WHITE,,true,
,3746,ISLAND RED,,true,
,3746,LOST SKY BLUE,,true,
,3746,BLUE MESA,,true,
,3746,AQUA GROTTO GREEN,,true,
,3746,KHAKI TAUPE,,true,
,3746,KHAKI CORNSTALK,,true,
,3746,BLUE BAHAMA,,true,
,3746,GREEN TEA,,true,
,3746,CREAM EGRET,,true,
,3746,BLUE INLET,,true,
,3746,OLIVE LICHEN GREEN,,true,
,3746,TAUPE SQUIRREL,,true,
,3746,KHAKI CORN,,true,
,3746,BRIGHT WHITE,,true,
,3746,AQUA PORPOISE BLUE,,true,
,3746,BLUE BRIGHT,,true,
,3748,PHEONIX,,true,
,3748,KOKOMO DENIM,,true,
,3748,PINK BERRY,,true,
,3750,PINK,,true,
,3750,HYBRID GREEN,,true,
,3748,BRIGHT CORAL,,true,
,3748,INDIAN TEAL,,true,
,3748,HURRICANE GRAY,,true,
,3748,BERRY PINK,,true,
,3750,RED,,true,
,3750,MAGENTA,,true,
,3750,ROYAL BLUE,,true,
,3750,TAUPE,,true,
,3746,BLUE/WHITE MULTI,,true,
,3746,BEACON GREY MULTI,,true,
,3746,RED MULTI,,true,
,3746,WHITE/BLUE/GREEN,,true,
,3750,TURQUOISE,,true,
,3749,SILVER,,true,
,3746,TEAL,,true,
,3746,DEEP TEAL,,true,
,3746,NATURAL,,true,
,3746,AQUA BLUE,,true,
,3746,IRON GREY,,true,
,3746,NUTMEG BROWN,,true,
,3748,PALM GREEN,,true,
,3750,CLEAR YELLOW,,true,
,3750,SEXY PINK,,true,
,3750,FLIRT LIME GREEN,,true,
,3750,RECY METAL,,true,
,3746,NAVY STITCH,,true,
,3746,CORAL,,true,
,3746,LIGHT BANANA YELLOW,,true,
,3746,OCEAN BLUE,,true,
,3746,AMERICAN DREAM BLUE,,true,
,3750,RASPBERRY PINK,,true,
,3746,CALM POOL BLUE,,true,
,3746,SEA CREST GREEN,,true,
,3746,LIGHT BUTTERCUP YELLOW,,true,
,3748,NEUTRAL GRAY,,true,
,3748,OLIVE BRANCH GREEN,,true,
,3748,SANDALWOOD TAN,,true,
,3748,STONE BLUE,,true,
,3748,TURQUOISE TWIST,,true,
,3748,CHERRY RED,,true,
,3748,MEADOW GREEN,,true,
,3750,JADE/WHITE,,true,
,3748,ORANGE,,true,
,3748,CANARY YELLOW,,true,
,3748,FUCHSIA ROSE PINK,,true,
,3748,LILY PAD,,true,
,3750,BLUE,,true,
,3748,FUCHSIA ROSE,,true,
,3748,BLUEBERRY JAM,,true,
,3748,WHIPPED CREAM,,true,
,3746,COAL BLACK,,true,
,3748,PAPAYA MULTI,,true,
,3748,RED/BLUE PLAID,,true,
,3746,BLUE JAY,,true,
,3746,AMAZON GREEN,,true,
,3746,FIREFLY GREEN,,true,
,3746,MARINER BLUE,,true,
,3746,MARMALADE YELLOW,,true,
