skuId,markup,listPrice,basePrice,costPrice
604,,36.0,36.0,36.0
377,,44.0,44.0,44.0
2131,,36.0,36.0,36.0
2138,,53.0,53.0,53.0
3214,,53.0,53.0,53.0
1560,,36.0,36.0,36.0
1638,,53.0,53.0,53.0
1402,,53.0,53.0,53.0
621,,36.0,36.0,36.0
2292,,53.0,53.0,53.0
2798,,36.0,36.0,36.0
278,,36.0,36.0,36.0
2951,,53.0,53.0,53.0
2759,,36.0,36.0,36.0
361,,44.0,44.0,44.0
3029,,36.0,36.0,36.0
1055,,53.0,53.0,53.0
445,,59.5,59.5,59.5
57,,49.5,49.5,49.5
1146,,59.5,59.5,59.5
2140,,49.5,49.5,49.5
902,,49.5,49.5,49.5
1219,,49.5,49.5,49.5
2106,,49.5,49.5,49.5
1738,,17.99,17.99,17.99
1974,,42.0,42.0,42.0
1533,,59.5,59.5,59.5
2308,,59.5,59.5,59.5
1151,,49.5,49.5,49.5
1110,,42.0,42.0,42.0
2190,,49.5,49.5,49.5
2022,,59.5,59.5,59.5
1596,,49.5,49.5,49.5
1684,,17.99,17.99,17.99
72,,42.0,42.0,42.0
2229,,59.5,59.5,59.5
1068,,42.0,42.0,42.0
2389,,42.0,42.0,42.0
502,,42.0,42.0,42.0
2246,,17.99,17.99,17.99
2690,,17.99,17.99,17.99
2612,,49.5,49.5,49.5
815,,49.5,49.5,49.5
422,,49.5,49.5,49.5
2831,,59.5,59.5,59.5
2774,,42.0,42.0,42.0
1642,,49.5,49.5,49.5
134,,49.5,49.5,49.5
2699,,42.0,42.0,42.0
1683,,49.5,49.5,49.5
977,,49.5,49.5,49.5
2588,,59.5,59.5,59.5
1637,,49.5,49.5,49.5
1431,,42.0,42.0,42.0
1783,,49.5,49.5,49.5
957,,59.5,59.5,59.5
303,,42.0,42.0,42.0
642,,59.5,59.5,59.5
383,,59.5,59.5,59.5
1432,,49.5,49.5,49.5
1131,,59.5,59.5,59.5
879,,49.5,49.5,49.5
1469,,59.5,59.5,59.5
1985,,42.0,42.0,42.0
3009,,49.5,49.5,49.5
2755,,42.0,42.0,42.0
2653,,59.5,59.5,59.5
1480,,20.0,20.0,20.0
924,,42.0,42.0,42.0
713,,42.0,42.0,42.0
1361,,17.99,17.99,17.99
3014,,49.5,49.5,49.5
1758,,17.99,17.99,17.99
62,,59.5,59.5,59.5
1201,,42.0,42.0,42.0
932,,17.99,17.99,17.99
2703,,59.5,59.5,59.5
674,,49.5,49.5,49.5
2094,,59.5,59.5,59.5
1663,,49.5,49.5,49.5
2943,,49.5,49.5,49.5
1159,,17.99,17.99,17.99
2212,,42.0,42.0,42.0
833,,17.99,17.99,17.99
477,,42.0,42.0,42.0
1064,,17.99,17.99,17.99
1124,,42.0,42.0,42.0
124,,42.0,42.0,42.0
357,,49.5,49.5,49.5
2121,,59.5,59.5,59.5
2096,,42.0,42.0,42.0
1709,,42.0,42.0,42.0
2605,,42.0,42.0,42.0
1181,,42.0,42.0,42.0
1746,,42.0,42.0,42.0
150,,42.0,42.0,42.0
1471,,42.0,42.0,42.0
2063,,42.0,42.0,42.0
2373,,42.0,42.0,42.0
1987,,38.0,38.0,38.0
1628,,42.0,42.0,42.0
652,,42.0,42.0,42.0
192,,42.0,42.0,42.0
2273,,42.0,42.0,42.0
2011,,42.0,42.0,42.0
637,,42.0,42.0,42.0
3187,,38.0,38.0,38.0
1057,,40.0,40.0,40.0
2300,,40.0,40.0,40.0
2901,,40.0,40.0,40.0
1079,,40.0,40.0,40.0
1461,,40.0,40.0,40.0
816,,40.0,40.0,40.0
634,,40.0,40.0,40.0
1169,,40.0,40.0,40.0
1188,,40.0,40.0,40.0
152,,36.0,36.0,36.0
2976,,40.0,40.0,40.0
759,,36.0,36.0,36.0
3125,,36.0,36.0,36.0
1211,,40.0,40.0,40.0
3141,,36.0,36.0,36.0
2196,,36.0,36.0,36.0
2217,,40.0,40.0,40.0
3129,,40.0,40.0,40.0
2940,,36.0,36.0,36.0
714,,40.0,40.0,40.0
2402,,36.0,36.0,36.0
1769,,40.0,40.0,40.0
1263,,40.0,40.0,40.0
88,,36.0,36.0,36.0
565,,40.0,40.0,40.0
485,,36.0,36.0,36.0
2575,,40.0,40.0,40.0
2267,,36.0,36.0,36.0
2753,,36.0,36.0,36.0
1405,,36.0,36.0,36.0
2571,,40.0,40.0,40.0
1672,,40.0,40.0,40.0
2580,,40.0,40.0,40.0
506,,40.0,40.0,40.0
2173,,40.0,40.0,40.0
2352,,40.0,40.0,40.0
180,,40.0,40.0,40.0
930,,40.0,40.0,40.0
680,,40.0,40.0,40.0
364,,36.0,36.0,36.0
2625,,36.0,36.0,36.0
2624,,40.0,40.0,40.0
2032,,36.0,36.0,36.0
2676,,36.0,36.0,36.0
2910,,36.0,36.0,36.0
2403,,36.0,36.0,36.0
2171,,40.0,40.0,40.0
943,,40.0,40.0,40.0
2433,,40.0,40.0,40.0
605,,36.0,36.0,36.0
2615,,40.0,40.0,40.0
56,,40.0,40.0,40.0
878,,36.0,36.0,36.0
438,,40.0,40.0,40.0
2841,,36.0,36.0,36.0
3195,,40.0,40.0,40.0
2932,,36.0,36.0,36.0
44,,40.0,40.0,40.0
829,,40.0,40.0,40.0
1095,,40.0,40.0,40.0
226,,36.0,36.0,36.0
2829,,36.0,36.0,36.0
173,,40.0,40.0,40.0
2102,,40.0,40.0,40.0
462,,40.0,40.0,40.0
341,,40.0,40.0,40.0
992,,40.0,40.0,40.0
453,,40.0,40.0,40.0
2518,,40.0,40.0,40.0
2483,,58.0,58.0,58.0
1536,,44.0,44.0,44.0
412,,58.0,58.0,58.0
1978,,44.0,44.0,44.0
1356,,44.0,44.0,44.0
995,,49.0,49.0,49.0
2375,,44.0,44.0,44.0
1762,,44.0,44.0,44.0
2481,,44.0,44.0,44.0
3175,,58.0,58.0,58.0
643,,44.0,44.0,44.0
1924,,49.0,49.0,49.0
1537,,58.0,58.0,58.0
3133,,58.0,58.0,58.0
2489,,58.0,58.0,58.0
3204,,44.0,44.0,44.0
55,,49.0,49.0,49.0
858,,58.0,58.0,58.0
1183,,44.0,44.0,44.0
144,,44.0,44.0,44.0
262,,44.0,44.0,44.0
908,,44.0,44.0,44.0
1445,,44.0,44.0,44.0
1459,,44.0,44.0,44.0
1316,,44.0,44.0,44.0
753,,44.0,44.0,44.0
1436,,44.0,44.0,44.0
2299,,44.0,44.0,44.0
782,,44.0,44.0,44.0
539,,44.0,44.0,44.0
1171,,44.0,44.0,44.0
3049,,44.0,44.0,44.0
2804,,44.0,44.0,44.0
2982,,44.0,44.0,44.0
1101,,44.0,44.0,44.0
1001,,58.0,58.0,58.0
875,,58.0,58.0,58.0
2141,,58.0,58.0,58.0
823,,40.0,40.0,40.0
1496,,58.0,58.0,58.0
1380,,40.0,40.0,40.0
538,,40.0,40.0,40.0
2020,,40.0,40.0,40.0
1232,,40.0,40.0,40.0
3046,,40.0,40.0,40.0
1768,,40.0,40.0,40.0
2133,,40.0,40.0,40.0
11,,58.0,58.0,58.0
1631,,32.0,32.0,32.0
2034,,40.0,40.0,40.0
2452,,40.0,40.0,40.0
777,,32.0,32.0,32.0
2332,,58.0,58.0,58.0
1056,,32.0,32.0,32.0
3177,,32.0,32.0,32.0
2760,,40.0,40.0,40.0
2882,,40.0,40.0,40.0
1546,,32.0,32.0,32.0
2908,,40.0,40.0,40.0
3117,,40.0,40.0,40.0
1639,,40.0,40.0,40.0
1485,,40.0,40.0,40.0
2506,,58.0,58.0,58.0
1901,,32.0,32.0,32.0
27,,39.5,39.5,39.5
1289,,29.5,29.5,29.5
2645,,46.0,46.0,46.0
1883,,58.0,58.0,58.0
1226,,58.0,58.0,58.0
1844,,58.0,58.0,58.0
2672,,32.0,32.0,32.0
2794,,58.0,58.0,58.0
427,,46.0,46.0,46.0
2782,,46.0,46.0,46.0
225,,32.0,32.0,32.0
2253,,29.5,29.5,29.5
3074,,58.0,58.0,58.0
1857,,32.0,32.0,32.0
644,,29.5,29.5,29.5
3064,,26.5,26.5,26.5
2951,,26.5,26.5,26.5
1638,,26.5,26.5,26.5
3214,,26.5,26.5,26.5
2292,,26.5,26.5,26.5
2138,,26.5,26.5,26.5
276,,26.5,26.5,26.5
1055,,26.5,26.5,26.5
1402,,26.5,26.5,26.5
769,,34.99,34.99,34.99
1558,,34.99,34.99,34.99
919,,34.99,34.99,34.99
1237,,34.99,34.99,34.99
1334,,34.99,34.99,34.99
1319,,34.99,34.99,34.99
2097,,34.99,34.99,34.99
1635,,34.99,34.99,34.99
1569,,34.99,34.99,34.99
1191,,34.99,34.99,34.99
1656,,34.99,34.99,34.99
740,,34.99,34.99,34.99
1203,,34.99,34.99,34.99
585,,34.99,34.99,34.99
871,,34.99,34.99,34.99
617,,34.99,34.99,34.99
1975,,34.99,34.99,34.99
1492,,34.99,34.99,34.99
1756,,34.99,34.99,34.99
1604,,34.99,34.99,34.99
639,,34.99,34.99,34.99
2093,,34.99,34.99,34.99
1710,,34.99,34.99,34.99
1473,,34.99,34.99,34.99
1886,,13.0,13.0,13.0
1372,,21.99,21.99,21.99
1173,,21.99,21.99,21.99
8,,21.99,21.99,21.99
1206,,21.99,21.99,21.99
1809,,21.99,21.99,21.99
271,,21.99,21.99,21.99
2764,,21.99,21.99,21.99
2343,,21.99,21.99,21.99
2137,,21.99,21.99,21.99
514,,21.99,21.99,21.99
289,,21.99,21.99,21.99
2570,,21.99,21.99,21.99
1122,,21.99,21.99,21.99
1283,,21.99,21.99,21.99
1842,,21.99,21.99,21.99
2046,,21.99,21.99,21.99
2529,,21.99,21.99,21.99
2469,,21.99,21.99,21.99
809,,21.99,21.99,21.99
2150,,21.99,21.99,21.99
691,,21.99,21.99,21.99
2523,,21.99,21.99,21.99
1330,,21.99,21.99,21.99
2510,,21.99,21.99,21.99
1147,,34.99,34.99,34.99
1063,,34.99,34.99,34.99
414,,34.99,34.99,34.99
1567,,34.99,34.99,34.99
439,,34.99,34.99,34.99
1523,,34.99,34.99,34.99
1611,,34.99,34.99,34.99
232,,34.99,34.99,34.99
287,,34.99,34.99,34.99
1490,,34.99,34.99,34.99
1514,,34.99,34.99,34.99
526,,34.99,34.99,34.99
283,,34.99,34.99,34.99
1967,,34.99,34.99,34.99
52,,34.99,34.99,34.99
1731,,34.99,34.99,34.99
160,,34.99,34.99,34.99
1890,,34.99,34.99,34.99
1205,,34.99,34.99,34.99
1838,,34.99,34.99,34.99
1961,,34.99,34.99,34.99
101,,34.99,34.99,34.99
1723,,34.99,34.99,34.99
1764,,34.99,34.99,34.99
2053,,34.99,34.99,34.99
346,,34.99,34.99,34.99
1929,,34.99,34.99,34.99
2542,,34.99,34.99,34.99
1300,,34.99,34.99,34.99
2193,,34.99,34.99,34.99
1566,,34.99,34.99,34.99
2112,,34.99,34.99,34.99
2543,,34.99,34.99,34.99
2157,,34.99,34.99,34.99
1541,,34.99,34.99,34.99
1891,,34.99,34.99,34.99
1113,,34.99,34.99,34.99
2710,,34.99,34.99,34.99
480,,34.99,34.99,34.99
2307,,34.99,34.99,34.99
2700,,34.99,34.99,34.99
2349,,34.99,34.99,34.99
309,,34.99,34.99,34.99
187,,34.99,34.99,34.99
2449,,34.99,34.99,34.99
1790,,34.99,34.99,34.99
1689,,34.99,34.99,34.99
1103,,34.99,34.99,34.99
2465,,34.99,34.99,34.99
2069,,34.99,34.99,34.99
1832,,34.99,34.99,34.99
1522,,34.99,34.99,34.99
4,,34.99,34.99,34.99
2603,,34.99,34.99,34.99
1411,,34.99,34.99,34.99
321,,34.99,34.99,34.99
1115,,34.99,34.99,34.99
368,,34.99,34.99,34.99
583,,34.99,34.99,34.99
2282,,34.99,34.99,34.99
837,,34.99,34.99,34.99
1427,,34.99,34.99,34.99
1048,,34.99,34.99,34.99
601,,34.99,34.99,34.99
709,,34.99,34.99,34.99
2208,,34.99,34.99,34.99
2443,,34.99,34.99,34.99
92,,34.99,34.99,34.99
1951,,34.99,34.99,34.99
1605,,34.99,34.99,34.99
1908,,34.99,34.99,34.99
1870,,34.99,34.99,34.99
2219,,34.99,34.99,34.99
1548,,34.99,34.99,34.99
1254,,34.99,34.99,34.99
966,,34.99,34.99,34.99
1513,,34.99,34.99,34.99
344,,34.99,34.99,34.99
3071,,34.99,34.99,34.99
342,,34.99,34.99,34.99
1969,,34.99,34.99,34.99
1824,,34.99,34.99,34.99
2109,,34.99,34.99,34.99
469,,34.99,34.99,34.99
2930,,34.99,34.99,34.99
1067,,34.99,34.99,34.99
328,,34.99,34.99,34.99
1949,,34.99,34.99,34.99
1417,,34.99,34.99,34.99
3007,,34.99,34.99,34.99
659,,34.99,34.99,34.99
1050,,34.99,34.99,34.99
748,,34.99,34.99,34.99
558,,34.99,34.99,34.99
2179,,34.99,34.99,34.99
645,,34.99,34.99,34.99
1610,,34.99,34.99,34.99
2284,,34.99,34.99,34.99
437,,34.99,34.99,34.99
896,,34.99,34.99,34.99
1102,,34.99,34.99,34.99
221,,34.99,34.99,34.99
3072,,34.99,34.99,34.99
1913,,34.99,34.99,34.99
1577,,34.99,34.99,34.99
525,,34.99,34.99,34.99
2309,,34.99,34.99,34.99
524,,34.99,34.99,34.99
1575,,34.99,34.99,34.99
2088,,34.99,34.99,34.99
1685,,34.99,34.99,34.99
3216,,34.99,34.99,34.99
320,,34.99,34.99,34.99
1401,,34.99,34.99,34.99
29,,34.99,34.99,34.99
1126,,34.99,34.99,34.99
163,,34.99,34.99,34.99
189,,34.99,34.99,34.99
516,,34.99,34.99,34.99
3134,,13.0,13.0,13.0
881,,13.0,13.0,13.0
2240,,13.0,13.0,13.0
1816,,13.0,13.0,13.0
792,,13.0,13.0,13.0
1327,,13.0,13.0,13.0
2859,,13.0,13.0,13.0
1352,,13.0,13.0,13.0
1239,,21.99,21.99,21.99
2422,,21.99,21.99,21.99
2917,,21.99,21.99,21.99
2158,,21.99,21.99,21.99
2708,,21.99,21.99,21.99
2277,,21.99,21.99,21.99
2072,,17.99,17.99,17.99
2072,,24.99,24.99,24.99
1939,,17.99,17.99,17.99
1939,,24.99,24.99,24.99
2763,,17.99,17.99,17.99
2763,,24.99,24.99,24.99
1780,,17.99,17.99,17.99
1780,,24.99,24.99,24.99
2014,,17.99,17.99,17.99
2014,,24.99,24.99,24.99
1889,,17.99,17.99,17.99
1889,,24.99,24.99,24.99
60,,17.99,17.99,17.99
60,,24.99,24.99,24.99
459,,17.99,17.99,17.99
459,,24.99,24.99,24.99
99,,17.99,17.99,17.99
99,,24.99,24.99,24.99
1156,,17.99,17.99,17.99
1156,,24.99,24.99,24.99
2597,,17.99,17.99,17.99
2597,,24.99,24.99,24.99
2340,,17.99,17.99,17.99
2340,,24.99,24.99,24.99
732,,17.99,17.99,17.99
732,,24.99,24.99,24.99
2026,,17.99,17.99,17.99
2026,,24.99,24.99,24.99
2479,,17.99,17.99,17.99
2479,,24.99,24.99,24.99
1594,,17.99,17.99,17.99
1594,,24.99,24.99,24.99
2596,,17.99,17.99,17.99
2596,,24.99,24.99,24.99
1449,,17.99,17.99,17.99
1449,,24.99,24.99,24.99
1339,,17.99,17.99,17.99
1339,,24.99,24.99,24.99
168,,17.99,17.99,17.99
168,,24.99,24.99,24.99
348,,17.99,17.99,17.99
348,,24.99,24.99,24.99
2080,,13.0,13.0,13.0
2898,,13.0,13.0,13.0
2787,,13.0,13.0,13.0
2770,,13.0,13.0,13.0
612,,13.0,13.0,13.0
1754,,13.0,13.0,13.0
3188,,15.0,15.0,15.0
814,,15.0,15.0,15.0
2162,,15.0,15.0,15.0
742,,15.0,15.0,15.0
3190,,15.0,15.0,15.0
744,,15.0,15.0,15.0
1963,,17.99,17.99,17.99
1963,,24.99,24.99,24.99
1697,,17.99,17.99,17.99
1697,,24.99,24.99,24.99
1082,,17.99,17.99,17.99
1082,,24.99,24.99,24.99
2058,,17.99,17.99,17.99
2058,,24.99,24.99,24.99
1443,,17.99,17.99,17.99
1443,,24.99,24.99,24.99
1957,,17.99,17.99,17.99
1957,,24.99,24.99,24.99
856,,17.99,17.99,17.99
856,,24.99,24.99,24.99
1010,,17.99,17.99,17.99
1010,,24.99,24.99,24.99
1031,,12.99,12.99,12.99
1031,,14.99,14.99,14.99
1888,,12.99,12.99,12.99
1888,,14.99,14.99,14.99
2346,,12.99,12.99,12.99
2346,,14.99,14.99,14.99
2585,,12.99,12.99,12.99
2585,,14.99,14.99,14.99
2848,,12.99,12.99,12.99
2848,,14.99,14.99,14.99
1285,,12.99,12.99,12.99
1285,,14.99,14.99,14.99
2591,,12.99,12.99,12.99
2591,,14.99,14.99,14.99
171,,12.99,12.99,12.99
171,,14.99,14.99,14.99
3008,,12.99,12.99,12.99
3008,,14.99,14.99,14.99
2554,,12.99,12.99,12.99
2554,,14.99,14.99,14.99
1180,,12.99,12.99,12.99
1180,,14.99,14.99,14.99
2424,,17.99,17.99,17.99
2424,,24.99,24.99,24.99
1676,,17.99,17.99,17.99
1676,,24.99,24.99,24.99
197,,17.99,17.99,17.99
197,,24.99,24.99,24.99
547,,17.99,17.99,17.99
547,,24.99,24.99,24.99
791,,17.99,17.99,17.99
791,,24.99,24.99,24.99
828,,17.99,17.99,17.99
828,,24.99,24.99,24.99
268,,17.99,17.99,17.99
268,,24.99,24.99,24.99
1810,,17.99,17.99,17.99
1810,,24.99,24.99,24.99
1730,,17.99,17.99,17.99
1730,,24.99,24.99,24.99
1501,,17.99,17.99,17.99
1501,,24.99,24.99,24.99
1166,,24.99,24.99,24.99
3147,,24.99,24.99,24.99
736,,24.99,24.99,24.99
376,,24.99,24.99,24.99
2528,,24.99,24.99,24.99
2657,,24.99,24.99,24.99
2398,,24.99,24.99,24.99
1023,,24.99,24.99,24.99
2769,,17.99,17.99,17.99
2769,,24.99,24.99,24.99
1771,,17.99,17.99,17.99
1771,,24.99,24.99,24.99
2128,,17.99,17.99,17.99
2128,,24.99,24.99,24.99
2713,,17.99,17.99,17.99
2713,,24.99,24.99,24.99
22,,17.99,17.99,17.99
22,,24.99,24.99,24.99
570,,17.99,17.99,17.99
570,,24.99,24.99,24.99
2442,,17.99,17.99,17.99
2442,,24.99,24.99,24.99
1400,,17.99,17.99,17.99
1400,,24.99,24.99,24.99
2214,,17.99,17.99,17.99
2214,,24.99,24.99,24.99
2180,,17.99,17.99,17.99
2180,,24.99,24.99,24.99
1602,,17.99,17.99,17.99
1602,,24.99,24.99,24.99
1671,,13.0,13.0,13.0
2399,,26.99,26.99,26.99
175,,26.99,26.99,26.99
1164,,26.99,26.99,26.99
971,,26.99,26.99,26.99
2170,,26.99,26.99,26.99
690,,16.99,16.99,16.99
2935,,16.99,16.99,16.99
1719,,16.99,16.99,16.99
2970,,16.99,16.99,16.99
1941,,26.4,26.4,26.4
38,,26.4,26.4,26.4
1231,,26.4,26.4,26.4
2714,,26.4,26.4,26.4
3090,,26.4,26.4,26.4
2809,,26.4,26.4,26.4
2771,,26.4,26.4,26.4
572,,29.4,29.4,29.4
302,,29.4,29.4,29.4
2536,,29.4,29.4,29.4
202,,29.4,29.4,29.4
663,,29.4,29.4,29.4
1466,,29.4,29.4,29.4
2647,,29.4,29.4,29.4
2754,,37.8,37.8,37.8
3207,,37.8,37.8,37.8
1261,,37.8,37.8,37.8
2367,,37.8,37.8,37.8
1925,,37.8,37.8,37.8
2445,,37.8,37.8,37.8
990,,37.8,37.8,37.8
1052,,37.8,37.8,37.8
2545,,37.8,37.8,37.8
2418,,37.8,37.8,37.8
793,,37.8,37.8,37.8
2353,,37.8,37.8,37.8
3121,,24.99,24.99,24.99
1919,,24.99,24.99,24.99
956,,24.99,24.99,24.99
2893,,24.99,24.99,24.99
1895,,24.99,24.99,24.99
3167,,24.99,24.99,24.99
1266,,24.99,24.99,24.99
982,,24.99,24.99,24.99
819,,24.99,24.99,24.99
434,,24.99,24.99,24.99
1378,,24.99,24.99,24.99
2438,,24.99,24.99,24.99
1916,,24.99,24.99,24.99
671,,24.99,24.99,24.99
2004,,24.99,24.99,24.99
2324,,24.99,24.99,24.99
725,,24.99,24.99,24.99
751,,24.99,24.99,24.99
63,,34.99,34.99,34.99
1475,,34.99,34.99,34.99
568,,34.99,34.99,34.99
129,,34.99,34.99,34.99
975,,34.99,34.99,34.99
731,,34.99,34.99,34.99
1717,,34.99,34.99,34.99
830,,34.99,34.99,34.99
901,,34.99,34.99,34.99
245,,34.99,34.99,34.99
1302,,34.99,34.99,34.99
857,,34.99,34.99,34.99
108,,34.99,34.99,34.99
281,,34.99,34.99,34.99
1700,,34.99,34.99,34.99
551,,34.99,34.99,34.99
1716,,34.99,34.99,34.99
1578,,34.99,34.99,34.99
1669,,34.99,34.99,34.99
787,,34.99,34.99,34.99
1360,,34.99,34.99,34.99
1420,,34.99,34.99,34.99
48,,34.99,34.99,34.99
591,,34.99,34.99,34.99
1335,,34.99,34.99,34.99
1076,,34.99,34.99,34.99
1162,,34.99,34.99,34.99
1182,,34.99,34.99,34.99
1365,,34.99,34.99,34.99
720,,34.99,34.99,34.99
219,,34.99,34.99,34.99
117,,34.99,34.99,34.99
556,,34.99,34.99,34.99
1582,,34.99,34.99,34.99
656,,34.99,34.99,34.99
1269,,34.99,34.99,34.99
1257,,34.99,34.99,34.99
1448,,34.99,34.99,34.99
923,,34.99,34.99,34.99
884,,34.99,34.99,34.99
1886,,13.0,13.0,13.0
1372,,21.99,21.99,21.99
1173,,21.99,21.99,21.99
8,,21.99,21.99,21.99
1206,,21.99,21.99,21.99
1809,,21.99,21.99,21.99
271,,21.99,21.99,21.99
2764,,21.99,21.99,21.99
2343,,21.99,21.99,21.99
2137,,21.99,21.99,21.99
514,,21.99,21.99,21.99
289,,21.99,21.99,21.99
2570,,21.99,21.99,21.99
1122,,21.99,21.99,21.99
1283,,21.99,21.99,21.99
1842,,21.99,21.99,21.99
2046,,21.99,21.99,21.99
2529,,21.99,21.99,21.99
2469,,21.99,21.99,21.99
809,,21.99,21.99,21.99
2150,,21.99,21.99,21.99
691,,21.99,21.99,21.99
2523,,21.99,21.99,21.99
1330,,21.99,21.99,21.99
2510,,21.99,21.99,21.99
3134,,13.0,13.0,13.0
881,,13.0,13.0,13.0
2240,,13.0,13.0,13.0
1816,,13.0,13.0,13.0
792,,13.0,13.0,13.0
1327,,13.0,13.0,13.0
2859,,13.0,13.0,13.0
1352,,13.0,13.0,13.0
1239,,21.99,21.99,21.99
2422,,21.99,21.99,21.99
2917,,21.99,21.99,21.99
2158,,21.99,21.99,21.99
2708,,21.99,21.99,21.99
2277,,21.99,21.99,21.99
2072,,24.99,24.99,24.99
1939,,24.99,24.99,24.99
2763,,24.99,24.99,24.99
1780,,24.99,24.99,24.99
2014,,24.99,24.99,24.99
1889,,24.99,24.99,24.99
60,,24.99,24.99,24.99
459,,24.99,24.99,24.99
99,,24.99,24.99,24.99
1156,,24.99,24.99,24.99
2597,,24.99,24.99,24.99
2340,,24.99,24.99,24.99
732,,24.99,24.99,24.99
2026,,24.99,24.99,24.99
2479,,24.99,24.99,24.99
1594,,24.99,24.99,24.99
2596,,24.99,24.99,24.99
1449,,24.99,24.99,24.99
1339,,24.99,24.99,24.99
168,,24.99,24.99,24.99
348,,24.99,24.99,24.99
2080,,13.0,13.0,13.0
2898,,13.0,13.0,13.0
2787,,13.0,13.0,13.0
2770,,13.0,13.0,13.0
612,,13.0,13.0,13.0
1754,,13.0,13.0,13.0
3188,,15.0,15.0,15.0
814,,15.0,15.0,15.0
2162,,15.0,15.0,15.0
742,,15.0,15.0,15.0
3190,,15.0,15.0,15.0
744,,15.0,15.0,15.0
2972,,30.8,30.8,30.8
2956,,30.8,30.8,30.8
1948,,30.8,30.8,30.8
693,,34.3,34.3,34.3
664,,34.3,34.3,34.3
2423,,34.3,34.3,34.3
2294,,25.2,25.2,25.2
2294,,25.2,25.2,25.2
1973,,25.2,25.2,25.2
1973,,25.2,25.2,25.2
2250,,25.2,25.2,25.2
2250,,25.2,25.2,25.2
433,,25.2,25.2,25.2
433,,25.2,25.2,25.2
1229,,25.2,25.2,25.2
1229,,25.2,25.2,25.2
1826,,25.2,25.2,25.2
1826,,25.2,25.2,25.2
2316,,27.6,27.6,27.6
2316,,27.6,27.6,27.6
2321,,27.6,27.6,27.6
2321,,27.6,27.6,27.6
1720,,27.6,27.6,27.6
1720,,27.6,27.6,27.6
1545,,27.6,27.6,27.6
1545,,27.6,27.6,27.6
935,,27.6,27.6,27.6
935,,27.6,27.6,27.6
2630,,27.6,27.6,27.6
2630,,27.6,27.6,27.6
2493,,29.99,29.99,29.99
550,,29.99,29.99,29.99
1482,,29.99,29.99,29.99
1353,,29.99,29.99,29.99
2808,,29.99,29.99,29.99
2471,,29.99,29.99,29.99
1987,,22.8,22.8,22.8
3187,,22.8,22.8,22.8
2186,,21.6,21.6,21.6
2186,,21.6,21.6,21.6
2798,,21.6,21.6,21.6
2798,,21.6,21.6,21.6
2182,,21.6,21.6,21.6
2182,,21.6,21.6,21.6
2759,,21.6,21.6,21.6
2759,,21.6,21.6,21.6
2131,,21.6,21.6,21.6
2131,,21.6,21.6,21.6
278,,21.6,21.6,21.6
278,,21.6,21.6,21.6
1310,,21.6,21.6,21.6
1310,,21.6,21.6,21.6
621,,21.6,21.6,21.6
621,,21.6,21.6,21.6
604,,21.6,21.6,21.6
604,,21.6,21.6,21.6
3029,,21.6,21.6,21.6
3029,,21.6,21.6,21.6
1560,,21.6,21.6,21.6
1560,,21.6,21.6,21.6
1691,,42.07,42.07,42.07
949,,42.07,42.07,42.07
826,,42.07,42.07,42.07
1715,,42.07,42.07,42.07
2045,,42.07,42.07,42.07
1629,,42.07,42.07,42.07
1976,,42.07,42.07,42.07
1885,,42.07,42.07,42.07
692,,42.07,42.07,42.07
1640,,42.07,42.07,42.07
2076,,42.07,42.07,42.07
1644,,42.07,42.07,42.07
2123,,42.07,42.07,42.07
493,,42.07,42.07,42.07
1766,,42.07,42.07,42.07
2965,,42.07,42.07,42.07
616,,21.99,21.99,21.99
3030,,21.99,21.99,21.99
1922,,21.99,21.99,21.99
2129,,21.99,21.99,21.99
906,,21.99,21.99,21.99
1397,,21.99,21.99,21.99
1661,,21.99,21.99,21.99
432,,21.99,21.99,21.99
1589,,21.99,21.99,21.99
145,,21.99,21.99,21.99
2813,,21.99,21.99,21.99
2010,,21.99,21.99,21.99
2735,,21.99,21.99,21.99
2553,,21.99,21.99,21.99
2019,,21.99,21.99,21.99
1923,,21.99,21.99,21.99
1547,,21.99,21.99,21.99
648,,21.99,21.99,21.99
532,,21.99,21.99,21.99
2565,,21.99,21.99,21.99
217,,21.99,21.99,21.99
73,,21.99,21.99,21.99
1734,,21.99,21.99,21.99
3016,,21.99,21.99,21.99
1264,,21.99,21.99,21.99
3212,,21.99,21.99,21.99
1821,,21.99,21.99,21.99
2592,,21.99,21.99,21.99
827,,21.99,21.99,21.99
637,,25.2,25.2,25.2
637,,25.2,25.2,25.2
1709,,25.2,25.2,25.2
1709,,25.2,25.2,25.2
2605,,25.2,25.2,25.2
2605,,25.2,25.2,25.2
2011,,25.2,25.2,25.2
2011,,25.2,25.2,25.2
2373,,25.2,25.2,25.2
2373,,25.2,25.2,25.2
2063,,25.2,25.2,25.2
2063,,25.2,25.2,25.2
2273,,25.2,25.2,25.2
2273,,25.2,25.2,25.2
1658,,25.2,25.2,25.2
1658,,25.2,25.2,25.2
652,,25.2,25.2,25.2
652,,25.2,25.2,25.2
1471,,25.2,25.2,25.2
1471,,25.2,25.2,25.2
1962,,25.2,25.2,25.2
1962,,25.2,25.2,25.2
2952,,25.2,25.2,25.2
2952,,25.2,25.2,25.2
1221,,25.2,25.2,25.2
1221,,25.2,25.2,25.2
588,,25.2,25.2,25.2
588,,25.2,25.2,25.2
1814,,25.2,25.2,25.2
1814,,25.2,25.2,25.2
