Id,SkuId,ArchiveId,Name,IsMain,Label,Url
,1542,,Color-MADDER-BROWN-Size-14_1,false,Color-MADDER-BROWN-Size-14_1,https://images.beallsflorida.com/i/beallsflorida/135-0159-4103-20-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1543,,Color-KHAKI-CORN-Size-XX-Lg_1,false,Color-KHAKI-CORN-Size-XX-Lg_1,https://images.beallsflorida.com/i/beallsflorida/457-1007-3400-29-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1544,,Color-NILE-BLUE-Size-38W-29L_1,false,Color-NILE-BLUE-Size-38W-29L_1,https://images.beallsflorida.com/i/beallsflorida/479-1501-0202-97-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1545,,Color-SHELL-CORAL-Size-10_1,false,Color-SHELL-CORAL-Size-10_1,https://images.beallsflorida.com/i/beallsflorida/145-8991-3204-85-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1546,,Color-PINKWHITE-Size-10_1,false,Color-PINKWHITE-Size-10_1,https://images.beallsflorida.com/i/beallsflorida/112-6420-2658-69-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1547,,Color-MALLARD-BLUE-Size-16_1,false,Color-MALLARD-BLUE-Size-16_1,https://images.beallsflorida.com/i/beallsflorida/136-5114-4219-78-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1548,,Color-STONE-BLEACH-BLUE-Size-40W-30L_1,false,Color-STONE-BLEACH-BLUE-Size-40W-30L_1,https://images.beallsflorida.com/i/beallsflorida/479-2296-1011-97-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1549,,Color-WHITE-Size-X-Large_1,false,Color-WHITE-Size-X-Large_1,https://images.beallsflorida.com/i/beallsflorida/127-5002-8550-10-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1550,,Color-SHARK-GRAY-Size-8_1,false,Color-SHARK-GRAY-Size-8_1,https://images.beallsflorida.com/i/beallsflorida/114-1503-8430-04-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1551,,Color-HEIRLOOM-BEIGE-Size-16_1,false,Color-HEIRLOOM-BEIGE-Size-16_1,https://images.beallsflorida.com/i/beallsflorida/110-2571-9887-72-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1552,,Color-MADDER-BROWN-Size-8_1,false,Color-MADDER-BROWN-Size-8_1,https://images.beallsflorida.com/i/beallsflorida/135-0159-4103-20-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1553,,Color-RED-Size-Lg_1,false,Color-RED-Size-Lg_1,https://images.beallsflorida.com/i/beallsflorida/234-7939-4311-60-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1554,,Color-COAL-BLACK-Size-Md_1,false,Color-COAL-BLACK-Size-Md_1,https://images.beallsflorida.com/i/beallsflorida/484-1014-5877-03-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1555,,Color-YELLOW-Size-8_1,false,Color-YELLOW-Size-8_1,https://images.beallsflorida.com/i/beallsflorida/136-8689-1214-75-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1556,,Color-026-LT-MTL-Size-X-Lg_1,false,Color-026-LT-MTL-Size-X-Lg_1,https://images.beallsflorida.com/i/beallsflorida/472-0159-7047-06-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1557,,Color-COCONUT-BEIGE-Size-Md_1,false,Color-COCONUT-BEIGE-Size-Md_1,https://images.beallsflorida.com/i/beallsflorida/484-1014-5878-11-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1558,,Color-MID-DENIM-Size-36W-29L_1,false,Color-MID-DENIM-Size-36W-29L_1,https://images.beallsflorida.com/i/beallsflorida/479-2296-0020-97-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1559,,Color-BLACK-Size-Md_1,false,Color-BLACK-Size-Md_1,https://images.beallsflorida.com/i/beallsflorida/229-0088-0001-01-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1560,,Color-PINK-Size-14_1,false,Color-PINK-Size-14_1,https://images.beallsflorida.com/i/beallsflorida/113-6221-4181-66-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1561,,Color-WASHED-SKY-BLUE-Size-40W-30L_1,false,Color-WASHED-SKY-BLUE-Size-40W-30L_1,https://images.beallsflorida.com/i/beallsflorida/467-1461-9165-96-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1562,,Color-DARK-DENIM-Size-12_1,false,Color-DARK-DENIM-Size-12_1,https://images.beallsflorida.com/i/beallsflorida/113-9005-1057-98-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1563,,Color-DARK-DENIM-Size-10_1,false,Color-DARK-DENIM-Size-10_1,https://images.beallsflorida.com/i/beallsflorida/109-9274-5399-98-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1564,,Color-NAVY-BLUE-Size-8_1,false,Color-NAVY-BLUE-Size-8_1,https://images.beallsflorida.com/i/beallsflorida/109-9274-5399-49-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1565,,Color-WHITE-Size-X-Lg_1,false,Color-WHITE-Size-X-Lg_1,https://images.beallsflorida.com/i/beallsflorida/229-8168-0571-10-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1566,,Color-AIRLINE-BLUE-Size-34W-32L_1,false,Color-AIRLINE-BLUE-Size-34W-32L_1,https://images.beallsflorida.com/i/beallsflorida/479-2296-1010-96-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1567,,Color-MEDITERRANEAN-BLUE-Size-33W-30L_1,false,Color-MEDITERRANEAN-BLUE-Size-33W-30L_1,https://images.beallsflorida.com/i/beallsflorida/479-2296-0024-98-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1568,,Color-BLUE-MULTI-Size-Medium_1,false,Color-BLUE-MULTI-Size-Medium_1,https://images.beallsflorida.com/i/beallsflorida/135-0159-4025-11-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1569,,Color-DARK-WASH-Size-36W-29L_1,false,Color-DARK-WASH-Size-36W-29L_1,https://images.beallsflorida.com/i/beallsflorida/479-2296-0020-98-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1570,,Color-BLUE-Size-8_1,false,Color-BLUE-Size-8_1,https://images.beallsflorida.com/i/beallsflorida/110-2571-9207-40-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1571,,Color-BLUE-Size-X-Lg_1,false,Color-BLUE-Size-X-Lg_1,https://images.beallsflorida.com/i/beallsflorida/455-5688-5116-40-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1572,,Color-MARINE-BLUE-Size-X-Lg_1,false,Color-MARINE-BLUE-Size-X-Lg_1,https://images.beallsflorida.com/i/beallsflorida/455-5688-7322-38-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1573,,Color-LIGHT-FADE-BLUE-Size-40W-30L_1,false,Color-LIGHT-FADE-BLUE-Size-40W-30L_1,https://images.beallsflorida.com/i/beallsflorida/479-1503-2019-96-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1574,,Color-BLUEWHITE-MULTI-Size-Md_1,true,Color-BLUEWHITE-MULTI-Size-Md_1,https://images.beallsflorida.com/i/beallsflorida/472-0159-7011-19-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1575,,Color-WEATHERED-STEEL-BLUE-Size-34W-30L_1,false,Color-WEATHERED-STEEL-BLUE-Size-34W-30L_1,https://images.beallsflorida.com/i/beallsflorida/479-2296-0031-98-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1576,,Color-SANDED-BRO-BLUE-Size-32W-32L_1,false,Color-SANDED-BRO-BLUE-Size-32W-32L_1,https://images.beallsflorida.com/i/beallsflorida/479-1501-6522-98-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1577,,Color-GREYED-INDIGO-Size-42W-30L_1,false,Color-GREYED-INDIGO-Size-42W-30L_1,https://images.beallsflorida.com/i/beallsflorida/479-2296-0030-97-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1578,,Color-PEPPERSTONE-Size-35W-34L_1,false,Color-PEPPERSTONE-Size-35W-34L_1,https://images.beallsflorida.com/i/beallsflorida/479-1501-0200-97-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1579,,Color-SKY-DENIM-Size-8_1,false,Color-SKY-DENIM-Size-8_1,https://images.beallsflorida.com/i/beallsflorida/109-9273-3732-45-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1580,,Color-CANTELOPE-ORANGE-Size-Large_1,false,Color-CANTELOPE-ORANGE-Size-Large_1,https://images.beallsflorida.com/i/beallsflorida/112-7455-2669-80-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1581,,Color-NILE-BLUE-Size-33W-30L_1,false,Color-NILE-BLUE-Size-33W-30L_1,https://images.beallsflorida.com/i/beallsflorida/479-1501-0202-97-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1582,,Color-DOUBLE-BLACK-Size-32W-29L_1,false,Color-DOUBLE-BLACK-Size-32W-29L_1,https://images.beallsflorida.com/i/beallsflorida/479-1501-8908-01-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1583,,Color-BLUEBIRD-Size-8_1,false,Color-BLUEBIRD-Size-8_1,https://images.beallsflorida.com/i/beallsflorida/145-8991-3204-47-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1584,,Color-BLACK-MULTI-Size-X-Sm_1,false,Color-BLACK-MULTI-Size-X-Sm_1,https://images.beallsflorida.com/i/beallsflorida/234-6040-6533-01-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1585,,Color-NILE-BLUE-Size-36W-32L_1,false,Color-NILE-BLUE-Size-36W-32L_1,https://images.beallsflorida.com/i/beallsflorida/479-1501-0202-97-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1586,,Color-BLACK-Size-12_1,false,Color-BLACK-Size-12_1,https://images.beallsflorida.com/i/beallsflorida/125-5086-0196-01-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
