Id,ProductId,ProductRefId,IsActive,Name,RefId,ImageUrl,PackagedHeight,PackagedLength,PackagedWidth,PackagedWeightKg,Height,Length,Width,WeightKg,CubicWeight,IsKit,CreationDate,RewardValue,EstimatedDateArrival,ManufacturerCode,CommercialConditionId,MeasurementUnit,UnitMultiplier,ModalType,KitItensSellApart,ActivateIfPossible,EAN
,,P000213692,false,Color GREEN Size X-Lg,96471912,https://images.beallsflorida.com/i/beallsflorida/468-0468-1034-35-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000224607,false,Color ASPHALT GREY MULTI Size XX-Lg,97028148,https://images.beallsflorida.com/i/beallsflorida/484-1014-6031-01-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000039567,false,Color SAIL BLUE Size Lg,61019592,https://images.beallsflorida.com/i/beallsflorida/472-0159-7047-44-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000206870,false,Color KHAKI TAUPE Size Md,94124946,https://images.beallsflorida.com/i/beallsflorida/457-1007-3333-23-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000216636,false,Color WHITE Size 12,95809078,https://images.beallsflorida.com/i/beallsflorida/103-6273-2004-10-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000213853,false,Color PINK/WHITE Size 14,93952497,https://images.beallsflorida.com/i/beallsflorida/112-6420-2658-69-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000217645,false,Color BLUE Size 16,95933748,https://images.beallsflorida.com/i/beallsflorida/125-5086-0204-40-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000221028,false,Color CORAL Size 12,96481459,https://images.beallsflorida.com/i/beallsflorida/222-5470-9000-85-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000203592,false,Color BLACK Size 16,95762646,https://images.beallsflorida.com/i/beallsflorida/110-2571-9885-01-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000220889,false,Color SHELL PINK Size Lg,94897249,https://images.beallsflorida.com/i/beallsflorida/234-4029-7394-66-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000213062,false,Color PAPAYA MULTI Size 8,94394415,https://images.beallsflorida.com/i/beallsflorida/110-2571-9343-89-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000205305,false,Color NAVY BLUE Size Md,92830268,https://images.beallsflorida.com/i/beallsflorida/455-5688-2598-41-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000043358,false,Color MEDITERRANEAN BLUE Size 32W 30L,80715714,https://images.beallsflorida.com/i/beallsflorida/479-2296-0024-98-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000149356,false,Color METHYL BLUE Size Medium,94468229,https://images.beallsflorida.com/i/beallsflorida/112-6420-1383-40-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000210807,false,Color OLIVE BRANCH GREEN Size 12,94340239,https://images.beallsflorida.com/i/beallsflorida/109-9274-5408-30-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000224587,false,Color WHITE Size 12,96364170,https://images.beallsflorida.com/i/beallsflorida/107-8664-5339-10-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000145549,false,Color SEA PORT BLUE Size 36W 34L,81688204,https://images.beallsflorida.com/i/beallsflorida/479-2296-0030-96-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000217135,false,Color BEIGE Size 10,95989241,https://images.beallsflorida.com/i/beallsflorida/145-4590-8144-24-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000149356,false,Color OATMEAL Size Large,90766591,https://images.beallsflorida.com/i/beallsflorida/112-6420-1380-12-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000206675,false,Color RAILROAD BLACK Size 12,94338838,https://images.beallsflorida.com/i/beallsflorida/109-9273-3721-91-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000213098,false,Color AMAZON GREEN Size XX-Lg,95369258,https://images.beallsflorida.com/i/beallsflorida/472-0159-1013-30-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000212492,false,Color HEIRLOOM BEIGE Size 12,94394836,https://images.beallsflorida.com/i/beallsflorida/110-2571-9343-72-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000213499,false,Color BLUEBIRD Size 14,95376215,https://images.beallsflorida.com/i/beallsflorida/145-8991-3204-47-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000210810,false,Color FEATHER BEIGE Size 8,94339564,https://images.beallsflorida.com/i/beallsflorida/109-9274-5356-23-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000201486,false,Color BLACK Size 10,93502747,https://images.beallsflorida.com/i/beallsflorida/110-2571-2098-01-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000017046,false,Color PEPPER PRE-WASH Size 34W 36L,69851759,https://images.beallsflorida.com/i/beallsflorida/479-1501-8989-98-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000222478,false,Color TANDORI BLUE Size X-Lg,96617603,https://images.beallsflorida.com/i/beallsflorida/229-4712-2368-40-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000219719,false,Color BLACK Size No Sz,94224860,https://images.beallsflorida.com/i/beallsflorida/493-1279-4704-01-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000217645,false,Color GREEN Size 10,95933787,https://images.beallsflorida.com/i/beallsflorida/125-5086-0204-30-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000202852,false,Color SILVERTONE Size No Sz,92820202,https://images.beallsflorida.com/i/beallsflorida/493-5290-0847-07-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000206889,false,Color BLUE BRIGHT Size Md,94124660,https://images.beallsflorida.com/i/beallsflorida/457-1007-3331-41-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000154461,false,Color RED Size Sm,87099862,https://images.beallsflorida.com/i/beallsflorida/473-6413-9366-60-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000202289,false,Color BLACK Size No Sz,93060221,https://images.beallsflorida.com/i/beallsflorida/493-7661-2035-01-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000213499,false,Color WHITE Size 6,95376951,https://images.beallsflorida.com/i/beallsflorida/145-8991-3204-10-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000207279,false,Color KOKOMO DENIM Size 14,93503952,https://images.beallsflorida.com/i/beallsflorida/110-2571-2144-96-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000007188,false,Color BLACK Size Lg,80331770,https://images.beallsflorida.com/i/beallsflorida/472-0159-7130-01-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000039567,false,Color LEMON YELLOW Size XX-Lg,90052111,https://images.beallsflorida.com/i/beallsflorida/472-0159-7047-74-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000219068,false,Color BLACK MULTI Size X-Lg,96213203,https://images.beallsflorida.com/i/beallsflorida/455-5688-6402-01-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000219061,false,Color ROYAL BLUE Size Md,96212914,https://images.beallsflorida.com/i/beallsflorida/455-5688-5234-43-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000212492,false,Color LILY PAD Size 6,95675024,https://images.beallsflorida.com/i/beallsflorida/110-2571-9343-30-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000150704,false,Color LEMON YELLOW Size Sm,90053938,https://images.beallsflorida.com/i/beallsflorida/472-0159-7266-74-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000225039,false,Color CORAL Size Md,95591474,https://images.beallsflorida.com/i/beallsflorida/234-6040-6578-85-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000210800,false,Color BLACK Size 8,94340050,https://images.beallsflorida.com/i/beallsflorida/109-9274-5406-01-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000039567,false,Color SAGE Size XX-Lg,56361174,https://images.beallsflorida.com/i/beallsflorida/472-0159-7047-35-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000217651,false,Color MEDIUM DENIM,96031175,https://images.beallsflorida.com/i/beallsflorida/113-9005-1192-97-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000210513,false,Color WHITE Size Lg,94573373,https://images.beallsflorida.com/i/beallsflorida/229-4658-7255-10-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000202599,false,Color BLACK Size 12,95681863,https://images.beallsflorida.com/i/beallsflorida/110-2571-2162-01-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000039567,false,Color SAGE Size Lg,56361159,https://images.beallsflorida.com/i/beallsflorida/472-0159-7047-35-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000212912,false,Color HEIRLOOM KHAKI Size 8,95264217,https://images.beallsflorida.com/i/beallsflorida/110-7171-5010-72-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000184683,false,Color BLACK Size 8,91270448,https://images.beallsflorida.com/i/beallsflorida/124-6420-5002-01-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000203638,false,Color WOODSTOCK MEDIUM DENIM Size 14,95765343,https://images.beallsflorida.com/i/beallsflorida/110-2571-2102-97-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000145549,false,Color GREYED INDIGO Size 38W 30L,81688474,https://images.beallsflorida.com/i/beallsflorida/479-2296-0030-97-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000144685,false,Color NIAGRA FALLS BLUE Size 38W 32L,81683619,https://images.beallsflorida.com/i/beallsflorida/479-2296-1010-97-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000191164,false,Color LIGHT BLUE Size 42W 30L,92023135,https://images.beallsflorida.com/i/beallsflorida/479-2296-0080-96-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000216012,false,Color BORA BORA BLUE Size 12,96062201,https://images.beallsflorida.com/i/beallsflorida/100-6445-1918-40-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000150704,false,Color FOSSIL BEIGE Size Lg,84486319,https://images.beallsflorida.com/i/beallsflorida/472-0159-7266-12-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000207279,false,Color PHEONIX Size 10,93504050,https://images.beallsflorida.com/i/beallsflorida/110-2571-2144-97-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000214807,false,Color BLACK Size 14,95701790,https://images.beallsflorida.com/i/beallsflorida/136-8689-1214-01-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000210563,false,Color AMERICAN DREAM BLUE Size Lg,95325501,https://images.beallsflorida.com/i/beallsflorida/468-0468-2106-40-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000217132,false,Color DARK DENIM Size 12,95989387,https://images.beallsflorida.com/i/beallsflorida/145-4590-8118-41-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000212912,false,Color BLUEBERRY JAM Size 10,95264089,https://images.beallsflorida.com/i/beallsflorida/110-7171-5010-40-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000184683,false,Color MEDIEVAL BLUE Size 18,91270639,https://images.beallsflorida.com/i/beallsflorida/124-6420-5002-41-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000144685,false,Color AIRLINE BLUE Size 38W 32L,81683358,https://images.beallsflorida.com/i/beallsflorida/479-2296-1010-96-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000208029,false,Color SAND BEIGE Size 14,93385807,https://images.beallsflorida.com/i/beallsflorida/109-9274-5325-16-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000144685,false,Color TAHOE BLUE Size 38W 30L,81683863,https://images.beallsflorida.com/i/beallsflorida/479-2296-1010-98-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000039567,false,Color 797 NEON L Size Lg,97187904,https://images.beallsflorida.com/i/beallsflorida/472-0159-7047-90-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000201083,false,Color CARAMEL BEIGE Size 10,94047091,https://images.beallsflorida.com/i/beallsflorida/114-1502-3754-16-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000206871,false,Color KHAKI CORNSTALK Size XX-Lg,94124933,https://images.beallsflorida.com/i/beallsflorida/457-1007-3332-72-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000216012,false,Color WHITE Size 12,96062144,https://images.beallsflorida.com/i/beallsflorida/100-6445-1918-10-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000217594,false,Color MEDIUM DENIM Size 14,94260812,https://images.beallsflorida.com/i/beallsflorida/113-0301-3933-97-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000224121,false,Color GREY Size Lg,96287296,https://images.beallsflorida.com/i/beallsflorida/234-6378-1093-12-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000121246,false,Color STONE BEIGE Size 8,80579723,https://images.beallsflorida.com/i/beallsflorida/136-5114-1219-16-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000203742,false,Color CANTELOPE ORANGE Size Medium,94134399,https://images.beallsflorida.com/i/beallsflorida/112-7455-2669-80-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000217135,false,Color BLACK Size 14,95989201,https://images.beallsflorida.com/i/beallsflorida/145-4590-8144-01-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000210810,false,Color STONE BLUE Size 10,94339647,https://images.beallsflorida.com/i/beallsflorida/109-9274-5356-45-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000145549,false,Color WEATHERED STEEL BLUE Size 38W 32L,81689009,https://images.beallsflorida.com/i/beallsflorida/479-2296-0031-98-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000212492,false,Color CANARY YELLOW Size 6,94394863,https://images.beallsflorida.com/i/beallsflorida/110-2571-9343-75-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000220625,false,Color BLUESPELL Size 14,95859522,https://images.beallsflorida.com/i/beallsflorida/117-0352-5117-40-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000224186,false,Color BLACK MULTI Size X-Lg,95153206,https://images.beallsflorida.com/i/beallsflorida/310-6040-0738-09-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000212492,false,Color LILY PAD Size 10,95675049,https://images.beallsflorida.com/i/beallsflorida/110-2571-9343-30-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000217094,false,Color CAPRI BLUE Size Sm,95939115,https://images.beallsflorida.com/i/beallsflorida/467-1461-2202-40-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000214171,false,Color GRILL GRAY Size 10,95738712,https://images.beallsflorida.com/i/beallsflorida/135-0159-4103-04-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000219534,false,Color LILY GREEN Size Md,95005596,https://images.beallsflorida.com/i/beallsflorida/467-0377-5600-34-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000220678,false,Color RED MULTI Size 14,93390013,https://images.beallsflorida.com/i/beallsflorida/109-9274-5379-91-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000184683,false,Color SUGAR CORAL Size 10,91271064,https://images.beallsflorida.com/i/beallsflorida/124-6420-5002-85-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000202909,false,Color FEATHER BEIGE Size 12,95768036,https://images.beallsflorida.com/i/beallsflorida/109-9274-5399-23-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000205774,false,Color BRIGHT BLUE Size Sm,94492886,https://images.beallsflorida.com/i/beallsflorida/229-0088-0001-43-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000202842,false,Color NAVY Size No Sz,92819975,https://images.beallsflorida.com/i/beallsflorida/493-5290-0842-40-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000203801,false,Color ORCHID PURPLE Size Small,94134580,https://images.beallsflorida.com/i/beallsflorida/112-7455-2682-50-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000223955,false,Color BLACK Size Md,94958858,https://images.beallsflorida.com/i/beallsflorida/234-7939-4321-01-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000213062,false,Color RED/BLUE PLAID Size 14,94394660,https://images.beallsflorida.com/i/beallsflorida/110-2571-9343-59-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000206779,false,Color WHITE Size 10,94669094,https://images.beallsflorida.com/i/beallsflorida/127-3188-8315-10-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000221033,false,Color CHALK WHITE Size 30,96393141,https://images.beallsflorida.com/i/beallsflorida/222-2360-1431-10-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000205792,false,Color ORANGE Size Sm,95393888,https://images.beallsflorida.com/i/beallsflorida/229-4658-0252-81-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000215507,false,Color AUTUMN ORANGE Size XX-Lg,96068979,https://images.beallsflorida.com/i/beallsflorida/472-0159-1016-80-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
,,P000217045,false,Color WHITE Size Lg,95938986,https://images.beallsflorida.com/i/beallsflorida/467-1461-2110-10-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true,
