Id,SkuId,FieldId,FieldValueId,Text
0,1330,3215,2382,
0,2553,3215,2382,
0,1239,3215,2383,
0,2462,3215,2383,
0,3010,3215,2383,
0,2175,3215,2383,
0,2769,3215,2383,
0,2305,3215,2383,
0,1122,3215,2384,
0,1283,3215,2384,
0,1845,3215,2384,
0,2054,3215,2384,
0,2575,3215,2384,
0,2512,3215,2384,
0,2830,3215,2385,
0,2378,3215,2385,
0,2152,3215,2385,
0,514,3215,2385,
0,289,3215,2385,
0,2619,3215,2385,
0,1372,3215,2386,
0,1173,3215,2386,
0,8,3215,2386,
0,1206,3215,2386,
0,1812,3215,2386,
0,271,3215,2386,
0,1522,3214,2387,
0,4,3214,2387,
0,3076,3214,2387,
0,2656,3214,2387,
0,3075,3214,2387,
0,2870,3214,2387,
0,1411,3214,2387,
0,321,3214,2387,
0,1115,3214,2387,
0,368,3214,2387,
0,583,3214,2387,
0,2310,3214,2387,
0,837,3214,2387,
0,2337,3214,2388,
0,2759,3214,2388,
0,2384,3214,2388,
0,309,3214,2388,
0,187,3214,2388,
0,2492,3214,2388,
0,3278,3214,2388,
0,1791,3214,2388,
0,1689,3214,2388,
0,3017,3214,2388,
0,1103,3214,2388,
0,2508,3214,2388,
0,2078,3214,2388,
0,1835,3214,2388,
0,1427,3214,2389,
0,1048,3214,2389,
0,601,3214,2389,
0,709,3214,2389,
0,2229,3214,2389,
0,2486,3214,2389,
0,92,3214,2389,
0,1958,3214,2389,
0,1605,3214,2389,
0,1914,3214,2389,
0,1875,3214,2389,
0,2241,3214,2389,
0,1548,3214,2389,
0,1254,3214,2389,
0,966,3214,2389,
0,1936,3214,2390,
0,2588,3214,2390,
0,1300,3214,2390,
0,2213,3214,2390,
0,1566,3214,2390,
0,2123,3214,2390,
0,2589,3214,2390,
0,2174,3214,2390,
0,3235,3214,2390,
0,1541,3214,2390,
0,1897,3214,2390,
0,1113,3214,2390,
0,3350,3214,2390,
0,2771,3214,2390,
0,480,3214,2390,
0,525,3214,2391,
0,2339,3214,2391,
0,524,3214,2391,
0,1575,3214,2391,
0,2098,3214,2391,
0,1685,3214,2391,
0,3368,3214,2391,
0,320,3214,2391,
0,1401,3214,2391,
0,29,3214,2391,
0,1126,3214,2391,
0,163,3214,2391,
0,189,3214,2391,
0,516,3214,2391,
0,1050,3214,2392,
0,748,3214,2392,
0,558,3214,2392,
0,2198,3214,2392,
0,645,3214,2392,
0,1610,3214,2392,
0,2312,3214,2392,
0,437,3214,2392,
0,896,3214,2392,
0,1102,3214,2392,
0,221,3214,2392,
0,3192,3214,2392,
0,1920,3214,2392,
0,1577,3214,2392,
0,1513,3214,2393,
0,344,3214,2393,
0,3189,3214,2393,
0,342,3214,2393,
0,1977,3214,2393,
0,1827,3214,2393,
0,2119,3214,2393,
0,469,3214,2393,
0,3024,3214,2393,
0,1067,3214,2393,
0,328,3214,2393,
0,1956,3214,2393,
0,1417,3214,2393,
0,3113,3214,2393,
0,659,3214,2393,
0,478,3215,2394,
0,2637,3215,2394,
0,2479,3215,2395,
0,927,3215,2395,
0,958,3215,2395,
0,1774,3215,2395,
0,2799,3215,2396,
0,567,3215,2396,
0,801,3215,2396,
0,1806,3215,2396,
0,1463,3215,2397,
0,2193,3215,2397,
0,676,3215,2397,
0,1230,3215,2397,
0,892,3215,2398,
0,2016,3215,2398,
0,2726,3215,2398,
0,1493,3215,2398,
0,932,3215,2399,
0,3206,3215,2399,
0,1159,3215,2399,
0,2747,3215,2399,
0,1684,3215,2400,
0,1758,3215,2400,
0,3198,3215,2400,
0,833,3215,2400,
0,1779,3215,2401,
0,2559,3215,2401,
0,3191,3215,2401,
0,3259,3215,2401,
0,575,3215,2402,
0,3150,3215,2402,
0,2833,3215,2402,
0,584,3215,2402,
0,1738,3215,2403,
0,1064,3215,2403,
0,2270,3215,2403,
0,1361,3215,2403,
0,2014,3215,2404,
0,967,3215,2404,
0,889,3215,2404,
0,234,3215,2404,
0,1454,3215,2405,
0,142,3215,2405,
0,1069,3215,2405,
0,2006,3215,2405,
0,1253,3215,2385,
0,1192,3215,2385,
0,1714,3215,2385,
0,2145,3215,2385,
0,976,3215,2386,
0,1755,3215,2386,
0,481,3215,2386,
0,2749,3215,2386,
0,1792,3213,2364,
0,2677,3213,2364,
0,529,3213,2364,
0,2208,3213,2364,
0,464,3213,2364,
0,3357,3213,2406,
0,1857,3213,2406,
0,993,3213,2406,
0,3080,3213,2406,
0,1091,3213,2346,
0,2994,3213,2346,
0,2585,3213,2346,
0,934,3213,2346,
0,2803,3213,2346,
0,2962,3213,2366,
0,3108,3213,2366,
0,3065,3213,2366,
0,68,3213,2366,
0,2966,3213,2366,
0,859,3213,2353,
0,651,3213,2353,
0,812,3213,2353,
0,2117,3213,2353,
0,2933,3213,2353,
0,3105,3213,2368,
0,2903,3213,2368,
0,254,3213,2363,
0,1317,3213,2363,
0,1678,3213,2363,
0,1660,3213,2363,
0,797,3213,2363,
0,1009,3213,2356,
0,1106,3213,2356,
0,483,3213,2356,
0,1701,3213,2356,
0,747,3213,2356,
0,2723,3213,2357,
0,1499,3213,2357,
0,2141,3213,2357,
0,2063,3213,2357,
0,2651,3213,2357,
0,723,3213,2358,
0,2322,3213,2358,
0,3147,3213,2358,
0,1150,3213,2358,
0,2264,3216,2407,
0,2835,3213,2408,
0,1772,3213,2408,
0,2143,3213,2408,
0,459,3213,2346,
0,99,3213,2346,
0,1156,3213,2346,
0,2649,3213,2346,
0,2909,3213,2409,
0,1339,3213,2409,
0,168,3213,2409,
0,348,3213,2409,
0,1082,3213,2409,
0,2522,3213,2410,
0,1594,3213,2410,
0,2648,3213,2410,
0,1449,3213,2410,
